Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
14,9991937664,Nike Running Division T-Shirt,,22.5,28,23,5,21.7,19,5,No,,https://www.vinted.co.uk/items/9991937664-nike-running-division-t-shirt
15,10084460315,Nike T-Shirt,,6.0,28,21,7,33.3,27,12,No,,https://www.vinted.co.uk/items/10084460315-nike-t-shirt
16,9846927708,Puma drycell running sport T-shirt small,,3.0,26,21,5,23.8,26,10,No,,https://www.vinted.co.uk/items/9846927708-puma-drycell-running-sport-t-shirt-small
17,10035405178,Black Nike running vest,,5.0,25,,,,,,Yes,,https://www.vinted.co.uk/items/10035405178-black-nike-running-vest
18,9935459915,Represent running black grey team 247 hyrox gym top t-shirt tank vest Size large,,37.0,23,,,,,,Yes,,https://www.vinted.co.uk/items/9935459915-represent-running-black-grey-team-247-hyrox-gym-top-t-shirt-tank-vest-size-large
19,10039443722,Men’s Medium Hand-Dyed Hemp Cotton T-Shirt – Black & Earthy Brown,,4.86,22,22,0,0.0,24,5,No,,https://www.vinted.co.uk/items/10039443722-mens-medium-hand-dyed-hemp-cotton-t-shirt-black-earthy-brown
20,10059942886,Men’s Nike Miler 1.0 Gym/Running T-Shirt,,6.0,22,22,0,0.0,23,3,No,,https://www.vinted.co.uk/items/10059942886-mens-nike-miler-10-gymrunning-t-shirt
21,10073046168,Nike miller running set,,30.0,22,13,9,69.2,58,37,No,,https://www.vinted.co.uk/items/10073046168-nike-miller-running-set
22,10098388691,Tracksmith Men’s Long Sleeve Running Top White,,30.0,21,,,,,,Yes,,https://www.vinted.co.uk/items/10098388691-tracksmith-mens-long-sleeve-running-top-white
23,10088490209,Uniqlo Dry Ex T Shirt,,5.0,21,18,3,16.7,33,10,No,,https://www.vinted.co.uk/items/10088490209-uniqlo-dry-ex-t-shirt
24,9873622432,TC Threads Malfi black T-Shirt,,10.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/9873622432-tc-threads-malfi-black-t-shirt
25,10088531479,Uniqlo Dry Ex T Shirt,,5.0,20,17,3,17.6,37,12,No,,https://www.vinted.co.uk/items/10088531479-uniqlo-dry-ex-t-shirt
26,10049018641,Nike Running T-Shirt,,5.0,20,19,1,5.3,30,4,No,,https://www.vinted.co.uk/items/10049018641-nike-running-t-shirt
27,10099975438,Nike Dri-FIT T-Shirt – Grey – 3XL,,5.0,19,,,,,,Yes,,https://www.vinted.co.uk/items/10099975438-nike-dri-fit-t-shirt-grey-3xl
28,10021844552,Navy Castore T-Shirt,,5.0,19,17,2,11.8,41,13,No,,https://www.vinted.co.uk/items/10021844552-navy-castore-t-shirt
29,10088415009,Nike Dri-Fit Bundle - Green T-Shirt 1/4 Zip Top + Olive Training Pants - Size M,,32.0,19,,,,,,Yes,,https://www.vinted.co.uk/items/10088415009-nike-dri-fit-bundle-green-t-shirt-14-zip-top-olive-training-pants-size-m
30,9944511262,Handmade Tie Dye T-Shirt: Unique Copper and Turquoise Design - Unisex Tee (M),,18.0,19,18,1,5.6,36,6,No,,https://www.vinted.co.uk/items/9944511262-handmade-tie-dye-t-shirt-unique-copper-and-turquoise-design-unisex-tee-m
31,9948375981,Travis Scott Astroworld Europe 2019 Stop Look Listen Long Sleeve Tee Grey Size S,,35.0,19,13,6,46.2,59,28,No,,https://www.vinted.co.uk/items/9948375981-travis-scott-astroworld-europe-2019-stop-look-listen-long-sleeve-tee-grey-size-s
32,10070623999,Men’s Adidas T-shirt originals running club 2XL,,13.0,19,19,0,0.0,31,-1,No,,https://www.vinted.co.uk/items/10070623999-mens-adidas-t-shirt-originals-running-club-2xl
33,9938626934,Vintage Big Dogs t shirt,,13.0,18,14,4,28.6,52,19,No,,https://www.vinted.co.uk/items/9938626934-vintage-big-dogs-t-shirt
34,10101394774,On Running Merino Long-T Black Merino Wool Running Top Men’s L,,30.0,18,,,,,,Yes,,https://www.vinted.co.uk/items/10101394774-on-running-merino-long-t-black-merino-wool-running-top-mens-l
35,10105003287,NEW With Tags Mens Size Small Black Cotton Front Row Joggers,,10.0,18,,,,,,Yes,,https://www.vinted.co.uk/items/10105003287-new-with-tags-mens-size-small-black-cotton-front-row-joggers
36,9928481415,Stranger Things T Shirt Max + Billy Hargrove Running Up that Hill XL,,6.0,18,,,,,,Yes,,https://www.vinted.co.uk/items/9928481415-stranger-things-t-shirt-max-billy-hargrove-running-up-that-hill-xl
37,10096933445,Under Armour,,4.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/10096933445-under-armour
38,10053678604,Asics Road Fade Running T-shirt,,30.0,16,15,1,6.7,45,7,No,,https://www.vinted.co.uk/items/10053678604-asics-road-fade-running-t-shirt
39,10086603288,Men’s under armour T shirt,,15.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10086603288-mens-under-armour-t-shirt
40,10043606950,Mens Nike dri fit yellow running t-shirt. Size large,,7.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10043606950-mens-nike-dri-fit-yellow-running-t-shirt-size-large
41,8457213624,Unisex Marathon Running T-shirt,,2.5,16,,,,,,Yes,,https://www.vinted.co.uk/items/8457213624-unisex-marathon-running-t-shirt
42,10051633059,Men’s Loiter x Gundam Anime Vintage Style T Shirt,,16.2,15,14,1,7.1,55,13,No,,https://www.vinted.co.uk/items/10051633059-mens-loiter-x-gundam-anime-vintage-style-t-shirt
43,9063407243,Nike Dri-Fit Baseball Tshirt,,4.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/9063407243-nike-dri-fit-baseball-tshirt
44,9937735764,Title: Nike Dri-FIT Red Short Sleeve Running / Gym Top – Men’s Large,,10.0,15,13,2,15.4,57,13,No,,https://www.vinted.co.uk/items/9937735764-title-nike-dri-fit-red-short-sleeve-running-gym-top-mens-large
45,9617119770,KAWS Uniqlo,,5.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/9617119770-kaws-uniqlo
46,10069541070,Men's nike Dri-fit running t-shirt size large,,11.0,14,11,3,27.3,71,25,No,,https://www.vinted.co.uk/items/10069541070-mens-nike-dri-fit-running-t-shirt-size-large
47,10084219923,Nike running T-shirt,,4.0,14,13,1,7.7,56,9,No,,https://www.vinted.co.uk/items/10084219923-nike-running-t-shirt
48,10057749728,Adisas mens XL navy running T shirt,,3.0,14,14,0,0.0,51,3,No,,https://www.vinted.co.uk/items/10057749728-adisas-mens-xl-navy-running-t-shirt
49,9945204548,Black Nike running shirt,,4.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
50,10013361844,Running t-shirt,,8.0,14,14,0,0.0,53,3,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
51,9981552569,Atlas Teal Active Sport Technical Tee#breathableshirt,,1.5,13,11,2,18.2,69,18,No,,https://www.vinted.co.uk/items/9981552569-atlas-teal-active-sport-technical-teebreathableshirt
52,10085728268,New Balance London Marathon Men's Running T-Shirt,,10.0,13,10,3,30.0,92,40,No,,https://www.vinted.co.uk/items/10085728268-new-balance-london-marathon-mens-running-t-shirt
53,9795213548,"Nike blue running set ""miler"" size medium mens",,25.0,13,10,3,30.0,79,26,No,,https://www.vinted.co.uk/items/9795213548-nike-blue-running-set-miler-size-medium-mens
54,10088894356,Dark Grey Nike running T-Shirt,,10.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10088894356-dark-grey-nike-running-t-shirt
55,10066384705,Nike Dry-Fit Slim Fit T-Shirt & Shorts Set – Black/Pink – Size L,,39.0,13,10,3,30.0,87,32,No,,https://www.vinted.co.uk/items/10066384705-nike-dry-fit-slim-fit-t-shirt-shorts-set-blackpink-size-l
56,10025446714,Nike t shirt,,12.0,13,13,0,0.0,60,4,No,,https://www.vinted.co.uk/items/10025446714-nike-t-shirt
57,10045423994,Nike Running Division Dri-FIT Set Black Graphic T Shirt Shorts Mens M,,25.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10045423994-nike-running-division-dri-fit-set-black-graphic-t-shirt-shorts-mens-m
58,9013642462,Men’s Polo Ralph Lauren T-shirt,,8.0,12,9,3,33.3,96,38,No,,https://www.vinted.co.uk/items/9013642462-mens-polo-ralph-lauren-t-shirt
59,9986179275,Mizuno running t shirt,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
60,10075308633,Nike Miler 3 Piece – Tracksuit Set,,65.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10075308633-nike-miler-3-piece-tracksuit-set
61,10061857844,Adidas Men's Technical T-shirt  Blue Medium Slim Fit Running Adizero,,12.0,12,12,0,0.0,65,4,No,,https://www.vinted.co.uk/items/10061857844-adidas-mens-technical-t-shirt-blue-medium-slim-fit-running-adizero
62,10048400476,Nike Dri-FIT Track & Field T-Shirt – Grey – Size M,,4.0,12,12,0,0.0,64,2,No,,https://www.vinted.co.uk/items/10048400476-nike-dri-fit-track-field-t-shirt-grey-size-m
63,10095484610,Nike Dri-Fit Long Sleeve T shirt,,17.5,12,,,,,,Yes,,https://www.vinted.co.uk/items/10095484610-nike-dri-fit-long-sleeve-t-shirt
64,10069499022,Nike Metcon 9 Trainers Men’s UK 10,,25.99,12,,,,,,Yes,,https://www.vinted.co.uk/items/10069499022-nike-metcon-9-trainers-mens-uk-10
65,10060020929,Calvin Klein CK One Crew Neck Lounge T-Shirt Navy Blue UK Size M,,8.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10060020929-calvin-klein-ck-one-crew-neck-lounge-t-shirt-navy-blue-uk-size-m
66,9930253224,Nike Dri Fit Run Miler Shirt Sleeve T-shirt Orange Size Medium,,11.95,11,,,,,,Yes,,https://www.vinted.co.uk/items/9930253224-nike-dri-fit-run-miler-shirt-sleeve-t-shirt-orange-size-medium
67,10063033670,Front runner tee,,28.07,11,,,,,,Yes,,https://www.vinted.co.uk/items/10063033670-front-runner-tee
68,9587040550,Berghaus Quality Equipment T-Shirt Khaki Brown Mens S BNWT,,9.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9587040550-berghaus-quality-equipment-t-shirt-khaki-brown-mens-s-bnwt
69,10098680261,Nike running t shirt,,10.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10098680261-nike-running-t-shirt
70,7555292479,Nike Dri-FIT Miler Graphic Running T-Shirt (Yellow/White),,8.99,11,11,0,0.0,72,2,No,,https://www.vinted.co.uk/items/7555292479-nike-dri-fit-miler-graphic-running-t-shirt-yellowwhite
71,10077418114,Carhartt T-shirt,,9.86,11,,,,,,Yes,,https://www.vinted.co.uk/items/10077418114-carhartt-t-shirt
72,10063875975,Nike Men's / Unisex White Dri-FIT T-Shirt – Size Small,,5.0,11,10,1,10.0,81,9,No,,https://www.vinted.co.uk/items/10063875975-nike-mens-unisex-white-dri-fit-t-shirt-size-small
73,10074453822,Nike running t shirt,,10.0,11,11,0,0.0,74,1,No,,https://www.vinted.co.uk/items/10074453822-nike-running-t-shirt
74,10088509356,Uniqlo Dry Ex T Shirt,,5.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10088509356-uniqlo-dry-ex-t-shirt
75,10054060511,Nike running division t shirt,,10.0,11,11,0,0.0,77,2,No,,https://www.vinted.co.uk/items/10054060511-nike-running-division-t-shirt
76,9776476611,Frog skateboards t shirt,,8.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9776476611-frog-skateboards-t-shirt
77,9940971819,Men’s Myprotein running tshirt small/medium,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9940971819-mens-myprotein-running-tshirt-smallmedium
78,10103359663,Men's Front Runner T-Shirt,,12.42,10,,,,,,Yes,,https://www.vinted.co.uk/items/10103359663-mens-front-runner-t-shirt
79,10059280503,Nike Dri-Fit Training T-Shirt - Navy Blue,,7.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10059280503-nike-dri-fit-training-t-shirt-navy-blue
80,10104284045,Nike Running T-Shirt,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10104284045-nike-running-t-shirt
81,10098559263,On running t shirt,,15.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10098559263-on-running-t-shirt
82,10005116087,Chester FC training kit bundle,,20.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10005116087-chester-fc-training-kit-bundle
83,9407753103,Calvin Klein Jeans White Logo T-Shirt | Size M | Genuine,,12.5,10,,,,,,Yes,,https://www.vinted.co.uk/items/9407753103-calvin-klein-jeans-white-logo-t-shirt-size-m-genuine
84,10038818431,Nike miller,,13.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10038818431-nike-miller
85,10095949845,Mens size XL Nike training top running football gym,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10095949845-mens-size-xl-nike-training-top-running-football-gym
86,10087018603,On Running T shirt - Size XS - same or next day dispatch,,15.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10087018603-on-running-t-shirt-size-xs-same-or-next-day-dispatch
87,10087118906,New Balance London Marathon Men's Running T-Shirt,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10087118906-new-balance-london-marathon-mens-running-t-shirt
88,9205112898,Nike Air Max Men’s Black Graphic T-Shirt Size M,,3.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/9205112898-nike-air-max-mens-black-graphic-t-shirt-size-m
89,10038448976,Mens Puma Navy Performance T-Shirt Size M,,2.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10038448976-mens-puma-navy-performance-t-shirt-size-m
90,10067228263,Men’s Montirex Run City Black T-Shirt,,17.5,10,10,0,0.0,84,-6,No,,https://www.vinted.co.uk/items/10067228263-mens-montirex-run-city-black-t-shirt
91,10072534859,Monterrain Men’s 2-Piece Set T-Shirt & Shorts Size M Blue/Navy Breathable,,25.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10072534859-monterrain-mens-2-piece-set-t-shirt-shorts-size-m-bluenavy-breathable
92,10105454562,"Nike Dri-FIT ""RUN"" running t-shirt - Navy Blue  – Size M (Very Good Condition)",,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10105454562-nike-dri-fit-run-running-t-shirt-navy-blue-size-m-very-good-condition
93,10086867876,On cloud T-shirt set with shorts size 3xl navy grey running gym summer  holidays  Xmas gift,,38.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/10086867876-on-cloud-t-shirt-set-with-shorts-size-3xl-navy-grey-running-gym-summer-holidays-xmas-gift
94,10081011136,New Balance running singlet,,6.48,9,,,,,,Yes,,https://www.vinted.co.uk/items/10081011136-new-balance-running-singlet
95,10043044805,Orange New Balance Running T-shirt - Size L,,5.0,9,9,0,0.0,97,2,No,,https://www.vinted.co.uk/items/10043044805-orange-new-balance-running-t-shirt-size-l
96,9869941964,Illicit Bloc Running Club T-Shirt,,40.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9869941964-illicit-bloc-running-club-t-shirt
97,10098821552,Nike Running Dri-FIT Reflective T-Shirt Grey,,7.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10098821552-nike-running-dri-fit-reflective-t-shirt-grey
98,9989809257,Vintage Nike Pullover Windbreaker,,7.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9989809257-vintage-nike-pullover-windbreaker
99,10059637126,Nike Running T Shirt,,3.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10059637126-nike-running-t-shirt
100,10103356372,Montane Dart T-shirt Medium,,16.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10103356372-montane-dart-t-shirt-medium
