Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
34,8457213624,Unisex Marathon Running T-shirt,,2.5,16,,,,,,Yes,,https://www.vinted.co.uk/items/8457213624-unisex-marathon-running-t-shirt
35,10084219923,Nike running T-shirt,,4.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10084219923-nike-running-t-shirt
36,10102881944,Vintage running t-shirt Brooks old school 90s USA Retro L-XL fit faded Burgandy,,24.15,15,15,0,0.0,50,14,No,,https://www.vinted.co.uk/items/10102881944-vintage-running-t-shirt-brooks-old-school-90s-usa-retro-l-xl-fit-faded-burgandy
37,9965965706,Nike rise 365 coral run division men’s tshirt size small,,10.0,15,12,3,25.0,65,28,No,,https://www.vinted.co.uk/items/9965965706-nike-rise-365-coral-run-division-mens-tshirt-size-small
38,10050917837,Brand new Underarmour set,,32.0,15,11,4,36.4,75,37,No,,https://www.vinted.co.uk/items/10050917837-brand-new-underarmour-set
39,9945204548,Black Nike running shirt,,4.5,15,14,1,7.1,58,19,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
40,10111816819,Ascis Core T-Shirt,,17.5,15,14,1,7.1,57,17,No,,https://www.vinted.co.uk/items/10111816819-ascis-core-t-shirt
41,7740361593,Nike 10k Running T-Shirt,,3.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/7740361593-nike-10k-running-t-shirt
42,10114604534,Front runner evidence based training,,20.4,14,13,1,7.7,62,20,No,,https://www.vinted.co.uk/items/10114604534-front-runner-evidence-based-training
43,9981552569,Atlas Teal Active Sport Technical Tee#Atlas Final📞!,,1.5,14,13,1,7.7,60,17,No,,https://www.vinted.co.uk/items/9981552569-atlas-teal-active-sport-technical-teeatlas-final
44,10133267333,Men’s French Connection Black Cargo Joggers – Size L,,7.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/10133267333-mens-french-connection-black-cargo-joggers-size-l
45,10025446714,Nike t shirt,,12.0,14,14,0,0.0,59,14,No,,https://www.vinted.co.uk/items/10025446714-nike-t-shirt
46,10008931479,boohooMan Active 'Training Dept.' Gym T-Shirt,,8.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10008931479-boohooman-active-training-dept-gym-t-shirt
47,10008980119,Brooks white running t-shirt,,4.0,13,12,1,8.3,67,20,No,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
48,10096182060,Berghaus Theran Windrunner Jacket / Cargo Bottoms 3 Piece Tracksuit Set,,125.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10096182060-berghaus-theran-windrunner-jacket-cargo-bottoms-3-piece-tracksuit-set
49,10134066620,Grey/green Monterain active t-shirt,,8.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10134066620-greygreen-monterain-active-t-shirt
50,9890292671,Clints Straight Leg Joggers – Men’s Medium – Brand New,,80.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9890292671-clints-straight-leg-joggers-mens-medium-brand-new
51,10136588734,Nike Trail Running T-Shirt – M,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10136588734-nike-trail-running-t-shirt-m
52,10121696426,Lotus Running Top,,1.5,12,9,3,33.3,98,46,No,,https://www.vinted.co.uk/items/10121696426-lotus-running-top
53,10129506604,Hollister Brown Ribbed T-Shirt,,3.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10129506604-hollister-brown-ribbed-t-shirt
54,10122772581,Men’s Castore Performance gym running Training T-Shirt – White – Small,,11.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10122772581-mens-castore-performance-gym-running-training-t-shirt-white-small
55,10088894356,Dark Grey Nike running T-Shirt,,10.0,12,12,0,0.0,71,16,No,,https://www.vinted.co.uk/items/10088894356-dark-grey-nike-running-t-shirt
56,7959402631,"Nike running, high vis green, T-shirt",,2.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/7959402631-nike-running-high-vis-green-t-shirt
57,7647214332,Prince 3rd eye girl hit n run tour 2015 brand new rare medium,,70.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/7647214332-prince-3rd-eye-girl-hit-n-run-tour-2015-brand-new-rare-medium
58,10130770156,Running t shirt,,7.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10130770156-running-t-shirt
59,10131768937,Adidas running t-shirt. Black,,6.5,11,,,,,,Yes,,https://www.vinted.co.uk/items/10131768937-adidas-running-t-shirt-black
60,10063875975,Nike Men's / Unisex White Dri-FIT T-Shirt – Size Small,,5.0,11,11,0,0.0,80,20,No,,https://www.vinted.co.uk/items/10063875975-nike-mens-unisex-white-dri-fit-t-shirt-size-small
61,9986179275,Mizuno running t shirt,,5.0,11,10,1,10.0,87,26,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
62,9933455859,Mens running gym clothes bundle size L & XL,,10.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9933455859-mens-running-gym-clothes-bundle-size-l-xl
63,10125839779,Men’s long sleeve gym running training top dry fit,,10.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10125839779-mens-long-sleeve-gym-running-training-top-dry-fit
64,10088509356,Uniqlo Dry Ex T Shirt,,5.0,11,11,0,0.0,83,19,No,,https://www.vinted.co.uk/items/10088509356-uniqlo-dry-ex-t-shirt
65,10136385006,Under Armour HeatGear Compression T-Shirt – White,,15.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10136385006-under-armour-heatgear-compression-t-shirt-white
66,10087018603,On Running T shirt - Size XS - same or next day dispatch,,15.0,11,11,0,0.0,82,16,No,,https://www.vinted.co.uk/items/10087018603-on-running-t-shirt-size-xs-same-or-next-day-dispatch
67,10112740506,Ascis Dark Grey T shirt,,20.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10112740506-ascis-dark-grey-t-shirt
68,10119769804,Walt Disney Mickey T Shirt White Large,,2.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10119769804-walt-disney-mickey-t-shirt-white-large
69,10114299022,Front Runner Top,,10.73,10,,,,,,Yes,,https://www.vinted.co.uk/items/10114299022-front-runner-top
70,10087248082,Nike Sportswear Repeat Logo T-Shirt Black Men’s M – New With Tags,,18.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10087248082-nike-sportswear-repeat-logo-t-shirt-black-mens-m-new-with-tags
71,10108556793,On Running Men’s core T-shirt athletic fit size XL,,25.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10108556793-on-running-mens-core-t-shirt-athletic-fit-size-xl
72,10067815672,ASICS icon running set – black T-shirt & shorts,,60.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10067815672-asics-icon-running-set-black-t-shirt-shorts
73,10136884899,Under Armour Sports T Shirt Gym Workout Running Black XL,,8.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10136884899-under-armour-sports-t-shirt-gym-workout-running-black-xl
74,10121806279,nike running t shirt,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10121806279-nike-running-t-shirt
75,10112610573,Under Armour Tech T-Shirt Navy Blue Mens S Gym Training Tee,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10112610573-under-armour-tech-t-shirt-navy-blue-mens-s-gym-training-tee
76,10097769538,Men’s Nike t shirt,,7.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10097769538-mens-nike-t-shirt
77,10115627036,Weird Fish artist tee Fin jog,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10115627036-weird-fish-artist-tee-fin-jog
78,10098332559,Mens nike Running dry fit set,,20.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10098332559-mens-nike-running-dry-fit-set
79,10117063271,Men's Gym Training T-Shirts Bundle x2 - Nike Running Dri-FIT & Under Armour HeatGear - Size Small,,7.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10117063271-mens-gym-training-t-shirts-bundle-x2-nike-running-dri-fit-under-armour-heatgear-size-small
80,10131903861,Running gym hyrox shorts,,15.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10131903861-running-gym-hyrox-shorts
81,9518077720,2pcs jogger and t-shirt,,4.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9518077720-2pcs-jogger-and-t-shirt
82,10129713781,Nike dri fit tennis black tee size L,,2.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/10129713781-nike-dri-fit-tennis-black-tee-size-l
83,10135941480,On Running merino long-t,,16.1,9,,,,,,Yes,,https://www.vinted.co.uk/items/10135941480-on-running-merino-long-t
84,10130934887,Men’s 5 Pack Gym/Running T Shirts,,13.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10130934887-mens-5-pack-gymrunning-t-shirts
85,10106514718,DLX red cool Max T-shirt size XL bargain price,,3.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10106514718-dlx-red-cool-max-t-shirt-size-xl-bargain-price
86,10025632993,Nike Dri-Fit T-Shirt Bundle Red & Black Size M,,15.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10025632993-nike-dri-fit-t-shirt-bundle-red-black-size-m
87,10080944799,LSKD Tee,,6.44,9,,,,,,Yes,,https://www.vinted.co.uk/items/10080944799-lskd-tee
88,10090617781,UVU Dolomiti Running T-Shirt,,32.2,9,,,,,,Yes,,https://www.vinted.co.uk/items/10090617781-uvu-dolomiti-running-t-shirt
89,10137893792,Nike Running Dri-fit T-shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10137893792-nike-running-dri-fit-t-shirt
90,10120566965,Run The Jewels T-shirt,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10120566965-run-the-jewels-t-shirt
91,10100024404,On Cloud Running Tshirt Black,,14.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10100024404-on-cloud-running-tshirt-black
92,10133847188,Men’s Adidas Performance T-Shirt size M,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10133847188-mens-adidas-performance-t-shirt-size-m
93,10032050369,Nike Running Division T-Shirt,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10032050369-nike-running-division-t-shirt
94,10074374674,4t2 Running - Running is Ugly Heather Grey T Shirt Tee - Medium,,9.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10074374674-4t2-running-running-is-ugly-heather-grey-t-shirt-tee-medium
95,10101248151,Orange Under Armour tee,,2.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10101248151-orange-under-armour-tee
96,10134241717,Nike Running Division T-Shirt.,,13.5,9,,,,,,Yes,,https://www.vinted.co.uk/items/10134241717-nike-running-division-t-shirt
97,10122983790,On running club T,,35.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10122983790-on-running-club-t
98,10121051856,Pull&Bear white T-shirt.,,2.0,9,9,0,0.0,99,1,No,,https://www.vinted.co.uk/items/10121051856-pullbear-white-t-shirt
99,10059637126,Nike Running T Shirt,,3.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10059637126-nike-running-t-shirt
100,9616506369,Nike Running t-shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9616506369-nike-running-t-shirt
