Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
53,10002633125,Ice-cream white running puppy tshirt,,32.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10002633125-ice-cream-white-running-puppy-tshirt
54,10110425698,Nike Black T-Shirt & Joggers Matching Set – Dri-FIT – Size [S],,12.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10110425698-nike-black-t-shirt-joggers-matching-set-dri-fit-size-s
55,10110244799,Montirex Top,,6.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10110244799-montirex-top
56,10085728268,New Balance London Marathon Men's Running T-Shirt,,10.0,13,13,0,0.0,52,-4,No,,https://www.vinted.co.uk/items/10085728268-new-balance-london-marathon-mens-running-t-shirt
57,9173347776,Nike running,,12.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9173347776-nike-running
58,10088894356,Dark Grey Nike running T-Shirt,,10.0,13,13,0,0.0,54,-4,No,,https://www.vinted.co.uk/items/10088894356-dark-grey-nike-running-t-shirt
59,10049062284,"Castore training tee, t-shirt, running or gym",,12.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10049062284-castore-training-tee-t-shirt-running-or-gym
60,10099924242,Nike Long Sleeve Y2K Dri-Fit T-Shirt Training Running Gym Grey Men’s (L),,9.99,13,,,,,,Yes,,https://www.vinted.co.uk/items/10099924242-nike-long-sleeve-y2k-dri-fit-t-shirt-training-running-gym-grey-mens-l
61,9940971819,Men’s Myprotein running tshirt small/medium,,12.0,13,11,2,18.2,77,16,No,,https://www.vinted.co.uk/items/9940971819-mens-myprotein-running-tshirt-smallmedium
62,10113717055,Montirex Charge 2.0 T-Shirt - Size M - Bondi Avalal - BNWT,,15.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10113717055-montirex-charge-20-t-shirt-size-m-bondi-avalal-bnwt
63,10051345392,Nike Dri-FIT Running T-Shirt – Pink XL,,3.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10051345392-nike-dri-fit-running-t-shirt-pink-xl
64,10063033670,Front runner tee,,27.98,12,11,1,9.1,67,3,No,,https://www.vinted.co.uk/items/10063033670-front-runner-tee
65,10113713870,Hoka x Unsactioned athletics t shirt,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10113713870-hoka-x-unsactioned-athletics-t-shirt
66,7555292479,Nike Dri-FIT Miler Graphic Running T-Shirt (Yellow/White),,7.99,12,11,1,9.1,70,4,No,,https://www.vinted.co.uk/items/7555292479-nike-dri-fit-miler-graphic-running-t-shirt-yellowwhite
67,9587040550,Berghaus Quality Equipment T-Shirt Khaki Brown Mens S BNWT,,9.0,12,11,1,9.1,68,1,No,,https://www.vinted.co.uk/items/9587040550-berghaus-quality-equipment-t-shirt-khaki-brown-mens-s-bnwt
68,10101821894,Nike running Dri-Fit T-Shirt and shorts set,,30.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10101821894-nike-running-dri-fit-t-shirt-and-shorts-set
69,10088509356,Uniqlo Dry Ex T Shirt,,5.0,12,11,1,9.1,74,5,No,,https://www.vinted.co.uk/items/10088509356-uniqlo-dry-ex-t-shirt
70,10077578089,Nike running T-shirt,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10077578089-nike-running-t-shirt
71,10048400476,Nike Dri-FIT Track & Field T-Shirt – Grey – Size M,,4.0,12,12,0,0.0,62,-9,No,,https://www.vinted.co.uk/items/10048400476-nike-dri-fit-track-field-t-shirt-grey-size-m
72,7647214332,Prince 3rd eye girl hit n run tour 2015 brand new rare medium,,70.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/7647214332-prince-3rd-eye-girl-hit-n-run-tour-2015-brand-new-rare-medium
73,10008980119,Brooks white running t-shirt,,4.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
74,9407753103,Calvin Klein Jeans White Logo T-Shirt | Size M | Genuine,,12.5,11,10,1,10.0,83,9,No,,https://www.vinted.co.uk/items/9407753103-calvin-klein-jeans-white-logo-t-shirt-size-m-genuine
75,10063875975,Nike Men's / Unisex White Dri-FIT T-Shirt – Size Small,,5.0,11,11,0,0.0,72,-3,No,,https://www.vinted.co.uk/items/10063875975-nike-mens-unisex-white-dri-fit-t-shirt-size-small
76,9986179275,Mizuno running t shirt,,5.0,11,12,-1,-8.3,59,-17,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
77,10108560504,Black Short Sleeved Running T-Shirt - Puresport - UK L,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10108560504-black-short-sleeved-running-t-shirt-puresport-uk-l
78,9869941964,Illicit Bloc Running Club T-Shirt,,40.0,11,9,2,22.2,96,18,No,,https://www.vinted.co.uk/items/9869941964-illicit-bloc-running-club-t-shirt
79,10095949845,Mens size XL Nike training top running football gym,,5.0,11,10,1,10.0,85,6,No,,https://www.vinted.co.uk/items/10095949845-mens-size-xl-nike-training-top-running-football-gym
80,10087018603,On Running T shirt - Size XS - same or next day dispatch,,15.0,11,10,1,10.0,86,6,No,,https://www.vinted.co.uk/items/10087018603-on-running-t-shirt-size-xs-same-or-next-day-dispatch
81,10054060511,Nike running division t shirt,,10.0,11,11,0,0.0,75,-6,No,,https://www.vinted.co.uk/items/10054060511-nike-running-division-t-shirt
82,10067058243,Corteiz Black Graphic Print T-Shirt – Streetwear Tee,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10067058243-corteiz-black-graphic-print-t-shirt-streetwear-tee
83,10073490516,Nike Running Black T-Shirt & Shorts Set 🖤,,35.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10073490516-nike-running-black-t-shirt-shorts-set
84,10087118906,New Balance London Marathon Men's Running T-Shirt,,10.0,10,10,0,0.0,87,3,No,,https://www.vinted.co.uk/items/10087118906-new-balance-london-marathon-mens-running-t-shirt
85,9205112898,Nike Air Max Men’s Black Graphic T-Shirt Size M,,3.99,10,10,0,0.0,88,3,No,,https://www.vinted.co.uk/items/9205112898-nike-air-max-mens-black-graphic-t-shirt-size-m
86,10074453822,Nike running t shirt,,10.0,10,11,-1,-9.1,73,-13,No,,https://www.vinted.co.uk/items/10074453822-nike-running-t-shirt
87,10038448976,Mens Puma Navy Performance T-Shirt Size M,,2.0,10,10,0,0.0,89,2,No,,https://www.vinted.co.uk/items/10038448976-mens-puma-navy-performance-t-shirt-size-m
88,10095476059,"Nike💯 After Dark Tour  October 2026 London 10K Exclusive T-Shirt - Brand New, Size S Rpr 40£",,22.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10095476059-nike-after-dark-tour-october-2026-london-10k-exclusive-t-shirt-brand-new-size-s-rpr-40ps
89,10049956852,Nike Dri-FIT Orange Running T-Shirt,,5.5,10,,,,,,Yes,,https://www.vinted.co.uk/items/10049956852-nike-dri-fit-orange-running-t-shirt
90,10107749602,Nike Miler Long Sleeved T Shirt,,22.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10107749602-nike-miler-long-sleeved-t-shirt
91,10109208678,Nike dri fit adv long sleeved reflective running T-shirt size XL,,15.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10109208678-nike-dri-fit-adv-long-sleeved-reflective-running-t-shirt-size-xl
92,10080944799,LSKD Tee,,6.46,9,,,,,,Yes,,https://www.vinted.co.uk/items/10080944799-lskd-tee
93,10109083835,Nike running T shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10109083835-nike-running-t-shirt
94,10113611127,Nike Running Dri-FIT T-Shirt – Size М,,1.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10113611127-nike-running-dri-fit-t-shirt-size-m
95,10040423208,Nobull “All Love” CrossFit / Hyrox running gym t shirt,,9.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10040423208-nobull-all-love-crossfit-hyrox-running-gym-t-shirt
96,9210065490,T SHIRT,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9210065490-t-shirt
97,10114762718,80's classic style T,,8.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10114762718-80s-classic-style-t
98,10044638115,"Notorious B.I.G. ""Life After Death"" Double-Sided T-Shirt",,6.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10044638115-notorious-big-life-after-death-double-sided-t-shirt
99,10043044805,Orange New Balance Running T-shirt - Size L,,5.0,9,9,0,0.0,95,-4,No,,https://www.vinted.co.uk/items/10043044805-orange-new-balance-running-t-shirt-size-l
100,9877843825,Guess Los Angeles Men’s Long Sleeve Henley Top Green Size Large #182,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9877843825-guess-los-angeles-mens-long-sleeve-henley-top-green-size-large-182
