Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
32,10003012928,ASICS Men’s Large Red T Shirt RRP £39.99,,5.99,18,18,0,0.0,37,5,No,,https://www.vinted.co.uk/items/10003012928-asics-mens-large-red-t-shirt-rrp-ps3999
33,9760717211,Run and brunch club top,,7.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/9760717211-run-and-brunch-club-top
34,9682011604,"Tommy Hilfiger Men's Long Sleeved T-Shirt, White, Size Large",,12.5,17,13,4,30.8,62,28,No,,https://www.vinted.co.uk/items/9682011604-tommy-hilfiger-mens-long-sleeved-t-shirt-white-size-large
35,9915825230,Black I Love My Gf T-shirt,,8.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/9915825230-black-i-love-my-gf-t-shirt
36,10037383143,Nike mens t shirt london run uk L,,6.0,17,16,1,6.2,48,12,No,,https://www.vinted.co.uk/items/10037383143-nike-mens-t-shirt-london-run-uk-l
37,7342528208,Run DMC T Shirt Abercrombie & Fitch,,11.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/7342528208-run-dmc-t-shirt-abercrombie-fitch
38,9966522106,Men's Running Set Under Armour Threadborne HeatGear,,32.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/9966522106-mens-running-set-under-armour-threadborne-heatgear
39,9981794600,Front Runner shirt XXL,,10.77,16,16,0,0.0,47,8,No,,https://www.vinted.co.uk/items/9981794600-front-runner-shirt-xxl
40,10021844552,Navy Castore T-Shirt,,5.0,16,14,2,14.3,59,19,No,,https://www.vinted.co.uk/items/10021844552-navy-castore-t-shirt
41,10047226168,Nike Dri-FIT White Training T-Shirt Size M Black Logo Sports Gym Top,,5.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10047226168-nike-dri-fit-white-training-t-shirt-size-m-black-logo-sports-gym-top
42,10044154929,Supreme Hanes T Shirt White,,5.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10044154929-supreme-hanes-t-shirt-white
43,9957634835,On Cloud Performance T-Shirt – Men’s Medium,,15.0,16,16,0,0.0,49,6,No,,https://www.vinted.co.uk/items/9957634835-on-cloud-performance-t-shirt-mens-medium
44,9973783117,Asics Running T-Shirt - XL,,8.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/9973783117-asics-running-t-shirt-xl
45,9762617589,Sporty & Rich running club t-shirt,,10.0,15,14,1,7.1,55,10,No,,https://www.vinted.co.uk/items/9762617589-sporty-rich-running-club-t-shirt
46,10048598673,Asics XL long sleeve men’s 1/4 zip training running top,,8.5,15,,,,,,Yes,,https://www.vinted.co.uk/items/10048598673-asics-xl-long-sleeve-mens-14-zip-training-running-top
47,10049018641,Nike Running T-Shirt,,5.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/10049018641-nike-running-t-shirt
48,9944511262,Handmade Tie Dye T-Shirt: Unique Copper and Turquoise Design - Unisex Tee (M),,18.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/9944511262-handmade-tie-dye-t-shirt-unique-copper-and-turquoise-design-unisex-tee-m
49,6812870159,On running t shirt,,10.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/6812870159-on-running-t-shirt
50,10003178557,On Running Performance-T,,20.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/10003178557-on-running-performance-t
51,10013361844,Running t-shirt,,8.0,14,14,0,0.0,60,9,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
52,9989637585,Nike Running Trail Activewear T Shirt Size Large,,8.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9989637585-nike-running-trail-activewear-t-shirt-size-large
53,10049850553,Mens Adidas Climalite TShirt - Navy - Medium,,4.8,13,,,,,,Yes,,https://www.vinted.co.uk/items/10049850553-mens-adidas-climalite-tshirt-navy-medium
54,9991937664,Nike Running Division T-Shirt,,22.5,13,10,3,30.0,75,21,No,,https://www.vinted.co.uk/items/9991937664-nike-running-division-t-shirt
55,10022943579,Asics Running T-shirt,,10.0,13,14,-1,-7.1,57,2,No,,https://www.vinted.co.uk/items/10022943579-asics-running-t-shirt
56,9945204548,Black Nike running shirt,,4.5,13,13,0,0.0,61,5,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
57,10043606950,Mens Nike dri fit yellow running t-shirt. Size large,,7.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10043606950-mens-nike-dri-fit-yellow-running-t-shirt-size-large
58,10025446714,Nike t shirt,,12.0,13,13,0,0.0,64,6,No,,https://www.vinted.co.uk/items/10025446714-nike-t-shirt
59,10051951520,Under armour navy t shirt,,6.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10051951520-under-armour-navy-t-shirt
60,9990910147,Nike Running Division T-Shirt,,7.5,12,12,0,0.0,69,9,No,,https://www.vinted.co.uk/items/9990910147-nike-running-division-t-shirt
61,9388027117,Nike Dri-FIT  Set – T-Shirt & Shorts – Red – Size XL,,30.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9388027117-nike-dri-fit-set-t-shirt-shorts-red-size-xl
62,10048316165,"Unbranded Navy “Sunday Running Club” Tee Shirt, Size L",,6.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10048316165-unbranded-navy-sunday-running-club-tee-shirt-size-l
63,9922137879,Jack & Jones Superior Graphic T-Shirt – 2XL,,3.0,11,9,2,22.2,89,26,No,,https://www.vinted.co.uk/items/9922137879-jack-jones-superior-graphic-t-shirt-2xl
64,9990926463,New Balance running t shirt,,5.0,11,12,-1,-8.3,68,4,No,,https://www.vinted.co.uk/items/9990926463-new-balance-running-t-shirt
65,9880155191,Nike dri-fit set,,34.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9880155191-nike-dri-fit-set
66,10032311870,Nike Jordan Black T-Shirt – New With Tags,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10032311870-nike-jordan-black-t-shirt-new-with-tags
67,10033784722,Adidas Blue & Black Athletic T-Shirt L,,5.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10033784722-adidas-blue-black-athletic-t-shirt-l
68,10022839560,Monterrain Sports T-Shirt – Performance Fit,,6.0,11,11,0,0.0,73,5,No,,https://www.vinted.co.uk/items/10022839560-monterrain-sports-t-shirt-performance-fit
69,9227745184,LEG3ND Black Gym Training Muscle Tank Vest Size S New With Tags,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9227745184-leg3nd-black-gym-training-muscle-tank-vest-size-s-new-with-tags
70,10030967346,Gymshark Orange Sleeveless Training Tank,,2.69,10,,,,,,Yes,,https://www.vinted.co.uk/items/10030967346-gymshark-orange-sleeveless-training-tank
71,10049982814,Asics Running Set,,45.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10049982814-asics-running-set
72,10031101741,Rats Get Fat Tee,,13.46,10,9,1,11.1,85,13,No,,https://www.vinted.co.uk/items/10031101741-rats-get-fat-tee
73,10039838940,UVU L/S Running Top,,53.31,10,,,,,,Yes,,https://www.vinted.co.uk/items/10039838940-uvu-ls-running-top
74,10046482917,Asics running t-shirt white large,,3.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10046482917-asics-running-t-shirt-white-large
75,10053180487,Nike running t shirt,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10053180487-nike-running-t-shirt
76,9986179275,Mizuno running t shirt,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
77,10022193355,Men's Nike Running Dri-FIT T-Shirt Size L Red Graphic Swoosh Gym Top,,6.0,10,10,0,0.0,81,4,No,,https://www.vinted.co.uk/items/10022193355-mens-nike-running-dri-fit-t-shirt-size-l-red-graphic-swoosh-gym-top
78,10009740960,Mizuno Running T-shirts,,8.0,10,10,0,0.0,83,5,No,,https://www.vinted.co.uk/items/10009740960-mizuno-running-t-shirts
79,9988697211,Nike running gym t shirt L,,8.0,10,10,0,0.0,82,3,No,,https://www.vinted.co.uk/items/9988697211-nike-running-gym-t-shirt-l
80,10018508178,Nike running vest,,6.0,10,9,1,11.1,100,20,No,,https://www.vinted.co.uk/items/10018508178-nike-running-vest
81,10026038663,Nike Running Dri-fit ADV Grey Breathable Mesh T-Shirt Men’s L,,10.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10026038663-nike-running-dri-fit-adv-grey-breathable-mesh-t-shirt-mens-l
82,9300715691,"Plain white t shirt size small chest 37-39 BNWT - print your own, colour run",,2.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9300715691-plain-white-t-shirt-size-small-chest-37-39-bnwt-print-your-own-colour-run
83,10053737989,Nike long sleeve pinky/red training top Size M,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10053737989-nike-long-sleeve-pinkyred-training-top-size-m
84,10046697697,Ted baker sports top XL,,7.5,9,,,,,,Yes,,https://www.vinted.co.uk/items/10046697697-ted-baker-sports-top-xl
85,9967136880,Long Sleeve Running T Shirt,,2.5,9,9,0,0.0,96,11,No,,https://www.vinted.co.uk/items/9967136880-long-sleeve-running-t-shirt
86,10021753412,Nike Running Division Dri-FIT ADV,,25.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10021753412-nike-running-division-dri-fit-adv
87,10005228175,Monterrain turquoise blue sports t-shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10005228175-monterrain-turquoise-blue-sports-t-shirt
88,10037499537,Men’s Dark Navy Regular Fit T-Shirt | Classic Basic,,1.5,9,,,,,,Yes,,https://www.vinted.co.uk/items/10037499537-mens-dark-navy-regular-fit-t-shirt-classic-basic
89,10008980119,Brooks white running t-shirt,,4.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
90,10034803867,Bundle of 3 Men’s Plain T-Shirts – Next & New Look – Size Small,,3.5,8,,,,,,Yes,,https://www.vinted.co.uk/items/10034803867-bundle-of-3-mens-plain-t-shirts-next-new-look-size-small
91,9985611042,Under Armour Men’s Fitted Training T-Shirt – Black/Grey – Small,,3.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9985611042-under-armour-mens-fitted-training-t-shirt-blackgrey-small
92,10038372274,New balance running tshirt,,15.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10038372274-new-balance-running-tshirt
93,10037360840,DFYNE Unbound Long Sleeve Training T-Shirt – Slate Grey/Amber – Size L,,25.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10037360840-dfyne-unbound-long-sleeve-training-t-shirt-slate-greyamber-size-l
94,10036180287,HOKA Men’s XL T-Shirt Brand New,,12.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10036180287-hoka-mens-xl-t-shirt-brand-new
95,9612468180,2 x men’s small tracksuit bottoms joggers - summer beach sport gym,,5.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9612468180-2-x-mens-small-tracksuit-bottoms-joggers-summer-beach-sport-gym
96,9426966932,Stamford Brook Running Club T-Shirt,,20.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9426966932-stamford-brook-running-club-t-shirt
97,10032913915,Nike running dri fit t-shirt,,12.5,8,,,,,,Yes,,https://www.vinted.co.uk/items/10032913915-nike-running-dri-fit-t-shirt
98,9669076789,Liberty Pro Athletic Sports T-Shirts – 3 Pack – Size XL,,25.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9669076789-liberty-pro-athletic-sports-t-shirts-3-pack-size-xl
99,10038448976,Puma Navy Performance T-Shirt | Size M,,3.5,8,,,,,,Yes,,https://www.vinted.co.uk/items/10038448976-puma-navy-performance-t-shirt-size-m
100,10012291700,Satisfy Running moth hair tee,,110.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10012291700-satisfy-running-moth-hair-tee
