Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
53,10005667830,White and Black Nike Miller shorts set,,50.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/10005667830-white-and-black-nike-miller-shorts-set
54,9195499286,Alian mushroom traffic print t-shirt uk2xl nwt,,7.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9195499286-alian-mushroom-traffic-print-t-shirt-uk2xl-nwt
55,9926172222,Long sleeve running T-shirt,,2.5,13,,,,,,Yes,,https://www.vinted.co.uk/items/9926172222-long-sleeve-running-t-shirt
56,8456209756,Nike Dri fit  active wear T shirt,,3.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/8456209756-nike-dri-fit-active-wear-t-shirt
57,10013810741,Nike Trail run T-shirt - medium,,5.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10013810741-nike-trail-run-t-shirt-medium
58,9981794600,Front Runner shirt XXL,,10.71,13,,,,,,Yes,,https://www.vinted.co.uk/items/9981794600-front-runner-shirt-xxl
59,10003178557,On Running Performance-T,,20.0,12,12,0,0.0,28,-31,No,,https://www.vinted.co.uk/items/10003178557-on-running-performance-t
60,9976835808,Ronhill Men running top,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9976835808-ronhill-men-running-top
61,10013957397,Men’s Canterbury Vapodri Performance T-Shirt - Size L,,4.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10013957397-mens-canterbury-vapodri-performance-t-shirt-size-l
62,9780094350,Nike Dri-FIT Miler Running T-Shirt,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9780094350-nike-dri-fit-miler-running-t-shirt
63,10012369731,Satisfy running Moth tech tee,,120.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10012369731-satisfy-running-moth-tech-tee
64,10012706454,Seamless Stride T-Shirt –  White Men’s Size M,,13.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10012706454-seamless-stride-t-shirt-white-mens-size-m
65,9989637585,Nike Running Trail Activewear T Shirt Size Large,,8.5,12,,,,,,Yes,,https://www.vinted.co.uk/items/9989637585-nike-running-trail-activewear-t-shirt-size-large
66,9957280774,Nike running dri-fit ADV T-shirt,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9957280774-nike-running-dri-fit-adv-t-shirt
67,8755684883,Champion sports tshirt long sleeve,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/8755684883-champion-sports-tshirt-long-sleeve
68,9662490109,Elude tracksuit suit,,20.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9662490109-elude-tracksuit-suit
69,9945204548,Black Nike running shirt,,4.5,11,10,1,10.0,32,-37,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
70,10003400499,ASICS Running T-Shirt – Blue – Size M,,7.5,11,,,,,,Yes,,https://www.vinted.co.uk/items/10003400499-asics-running-t-shirt-blue-size-m
71,10001167801,3x quick dry t-shirts,,4.0,11,9,2,22.2,35,-36,No,,https://www.vinted.co.uk/items/10001167801-3x-quick-dry-t-shirts
72,9990570350,💗 Men’s Under Armour Sports Set – T-Shirt (XL) & Shorts (L),,20.0,11,10,1,10.0,33,-39,No,,https://www.vinted.co.uk/items/9990570350-mens-under-armour-sports-set-t-shirt-xl-shorts-l
73,9990910147,Nike Running Division T-Shirt,,7.5,11,,,,,,Yes,,https://www.vinted.co.uk/items/9990910147-nike-running-division-t-shirt
74,9957634835,On Cloud Performance T-Shirt – Men’s Medium,,15.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9957634835-on-cloud-performance-t-shirt-mens-medium
75,10004183483,Nike Dri-FIT Y2K Graphic T-Shirt | Retro 00s Nike | Pink & Teal | Abstract Print | Slim Fit,,17.0,10,9,1,11.1,37,-38,No,,https://www.vinted.co.uk/items/10004183483-nike-dri-fit-y2k-graphic-t-shirt-retro-00s-nike-pink-teal-abstract-print-slim-fit
76,10009740960,Mizuno Running T-shirts,,8.0,10,6,4,66.7,46,-30,No,,https://www.vinted.co.uk/items/10009740960-mizuno-running-t-shirts
77,9961635929,Nike Running Miler Dri-FIT Digital Camo T-Shirt Neon Green Black UK M,,12.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9961635929-nike-running-miler-dri-fit-digital-camo-t-shirt-neon-green-black-uk-m
78,10004606633,Nike Running Dri-Fit T-Shirt & Shorts Set Light Grey,,35.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10004606633-nike-running-dri-fit-t-shirt-shorts-set-light-grey
79,9992241646,Men’s asic icon t shirt,,25.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9992241646-mens-asic-icon-t-shirt
80,10011825003,Under Armour Navy Performance Training T-Shirt Size M,,6.0,10,8,2,25.0,40,-40,No,,https://www.vinted.co.uk/items/10011825003-under-armour-navy-performance-training-t-shirt-size-m
81,10007607465,Gymshark T-Shirt,,12.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10007607465-gymshark-t-shirt
82,9990926463,New Balance running t shirt,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9990926463-new-balance-running-t-shirt
83,9944184076,Monterrain Turquoise Blue Running Training T-Shirt – Men’s Small,,5.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/9944184076-monterrain-turquoise-blue-running-training-t-shirt-mens-small
84,9978385209,Stride Running Club T Shirt,,14.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/9978385209-stride-running-club-t-shirt
85,9988697211,Nike running gym t shirt L,,8.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9988697211-nike-running-gym-t-shirt-l
86,8390511186,Parlez Sports Runner T-shirt,,7.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/8390511186-parlez-sports-runner-t-shirt
87,8985790450,Nike Alabama Crimson Tide T-Shirt,,3.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/8985790450-nike-alabama-crimson-tide-t-shirt
88,9986179275,Mizuno running t shirt,,5.0,9,9,0,0.0,34,-54,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
89,9890071373,Nike Dri Fit Strike T-Shirt,,12.0,9,9,0,0.0,36,-53,No,,https://www.vinted.co.uk/items/9890071373-nike-dri-fit-strike-t-shirt
90,9624941968,Diesel Men’s Black T-Shirt,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9624941968-diesel-mens-black-t-shirt
91,9993576367,nike running t shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9993576367-nike-running-t-shirt
92,9969583635,Sunday Running Club Oversized T-Shirt Cream Another Cotton Lab Unisex Medium,,10.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9969583635-sunday-running-club-oversized-t-shirt-cream-another-cotton-lab-unisex-medium
93,9938705382,Decathlon Kiprun two-tone blue seamless breathable running t-shirt size L,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9938705382-decathlon-kiprun-two-tone-blue-seamless-breathable-running-t-shirt-size-l
94,10009962036,Nike green running dri fit t shirt large,,9.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10009962036-nike-green-running-dri-fit-t-shirt-large
95,9915169934,Adidas climalite t‑shirt,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9915169934-adidas-climalite-t-shirt
96,9999256246,Vintage adidas running top,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9999256246-vintage-adidas-running-top
97,9981646355,Salomon running t shirt,,7.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9981646355-salomon-running-t-shirt
98,10005941092,Adidas originals Track Pants and T Shirt Combo size Large in VGC,,10.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10005941092-adidas-originals-track-pants-and-t-shirt-combo-size-large-in-vgc
99,9967136880,Long Sleeve Running T Shirt,,2.5,9,,,,,,Yes,,https://www.vinted.co.uk/items/9967136880-long-sleeve-running-t-shirt
100,9940971819,Men’s Myprotein running tshirt small/medium,,15.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9940971819-mens-myprotein-running-tshirt-smallmedium
