Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
17,9703502400,"Nike Running Division T-shirt with Backprint, XL.",,10.0,18,20,-2,-10.0,27,10,No,,https://www.vinted.co.uk/items/9703502400-nike-running-division-t-shirt-with-backprint-xl
18,9988948546,Nike Running Division running gym top t shirt,,10.0,18,18,0,0.0,36,18,No,,https://www.vinted.co.uk/items/9988948546-nike-running-division-running-gym-top-t-shirt
19,9975785743,Under Armour T-Shirt – Black – Men’s Medium,,17.99,17,23,-6,-26.1,17,-2,No,,https://www.vinted.co.uk/items/9975785743-under-armour-t-shirt-black-mens-medium
20,9972649156,On cloud training t shirt size small men’s,,18.0,17,17,0,0.0,43,23,No,,https://www.vinted.co.uk/items/9972649156-on-cloud-training-t-shirt-size-small-mens
21,9965935169,Men’s Large Asics Shorts & T-Shirt Set - BNWT,,50.0,16,18,-2,-11.1,33,12,No,,https://www.vinted.co.uk/items/9965935169-mens-large-asics-shorts-t-shirt-set-bnwt
22,9846927708,Puma drycell running sport T-shirt small,,3.0,16,16,0,0.0,46,24,No,,https://www.vinted.co.uk/items/9846927708-puma-drycell-running-sport-t-shirt-small
23,10003012928,ASICS Men’s Large Red T Shirt RRP £39.99,,5.99,15,16,-1,-6.2,47,24,No,,https://www.vinted.co.uk/items/10003012928-asics-mens-large-red-t-shirt-rrp-ps3999
24,10001897829,"Nike Running Dri-FIT T-Shirt, Black, Men's L",,5.0,14,17,-3,-17.6,42,18,No,,https://www.vinted.co.uk/items/10001897829-nike-running-dri-fit-t-shirt-black-mens-l
25,10000265026,Men’s on running train T-shirt,,25.0,13,17,-4,-23.5,41,16,No,,https://www.vinted.co.uk/items/10000265026-mens-on-running-train-t-shirt
26,9940908657,: New Balance Navy Logo T-Shirt – Size S,,10.0,13,15,-2,-13.3,50,24,No,,https://www.vinted.co.uk/items/9940908657-new-balance-navy-logo-t-shirt-size-s
27,10013516718,Sports wear t shirt,,20.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10013516718-sports-wear-t-shirt
28,10003178557,On Running Performance-T,,20.0,12,12,0,0.0,59,31,No,,https://www.vinted.co.uk/items/10003178557-on-running-performance-t
29,9900862786,Nike Running Dri-FIT Men’s T-Shirt – Black – Size L,,10.0,11,14,-3,-21.4,51,22,No,,https://www.vinted.co.uk/items/9900862786-nike-running-dri-fit-mens-t-shirt-black-size-l
30,10013361844,Running t-shirt,,5.0,10,14,-4,-28.6,52,22,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
31,10003645401,montirex mens apex aop tee light blue graphic gym running t shirt size large L,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10003645401-montirex-mens-apex-aop-tee-light-blue-graphic-gym-running-t-shirt-size-large-l
32,9945204548,Black Nike running shirt,,4.5,10,11,-1,-9.1,69,37,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
33,9990570350,💗 Men’s Under Armour Sports Set – T-Shirt (XL) & Shorts (L),,20.0,10,11,-1,-9.1,72,39,No,,https://www.vinted.co.uk/items/9990570350-mens-under-armour-sports-set-t-shirt-xl-shorts-l
34,9986179275,Mizuno running t shirt,,5.0,9,9,0,0.0,88,54,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
35,10001167801,3x quick dry t-shirts,,4.0,9,11,-2,-18.2,71,36,No,,https://www.vinted.co.uk/items/10001167801-3x-quick-dry-t-shirts
36,9890071373,Nike Dri Fit Strike T-Shirt,,12.0,9,9,0,0.0,89,53,No,,https://www.vinted.co.uk/items/9890071373-nike-dri-fit-strike-t-shirt
37,10004183483,Nike Dri-FIT Y2K Graphic T-Shirt | Retro 00s Nike | Pink & Teal | Abstract Print | Slim Fit,,17.0,9,10,-1,-10.0,75,38,No,,https://www.vinted.co.uk/items/10004183483-nike-dri-fit-y2k-graphic-t-shirt-retro-00s-nike-pink-teal-abstract-print-slim-fit
38,9965965706,Nike rise 365 coral run division men’s tshirt size small,,12.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9965965706-nike-rise-365-coral-run-division-mens-tshirt-size-small
39,9856495458,Mens On Running Train T Shirt Green,,25.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9856495458-mens-on-running-train-t-shirt-green
40,10011825003,Under Armour Navy Performance Training T-Shirt Size M,,6.0,8,10,-2,-20.0,80,40,No,,https://www.vinted.co.uk/items/10011825003-under-armour-navy-performance-training-t-shirt-size-m
41,8971831817,On cloud running t shirt,,6.0,7,,,,,,Yes,,https://www.vinted.co.uk/items/8971831817-on-cloud-running-t-shirt
42,10002822245,New Balance Men's Tenacity Short Sleeve Running T-Shirt - Medium,,9.0,7,,,,,,Yes,,https://www.vinted.co.uk/items/10002822245-new-balance-mens-tenacity-short-sleeve-running-t-shirt-medium
43,7717015839,Bnwt reebok navy size L running top,,9.0,7,,,,,,Yes,,https://www.vinted.co.uk/items/7717015839-bnwt-reebok-navy-size-l-running-top
44,10015431439,Nike running T-shirt,,3.0,6,,,,,,Yes,,https://www.vinted.co.uk/items/10015431439-nike-running-t-shirt
45,9961203609,Men’s Nike running Dri fit t shirt size medium,,2.5,6,,,,,,Yes,,https://www.vinted.co.uk/items/9961203609-mens-nike-running-dri-fit-t-shirt-size-medium
46,10009740960,Mizuno Running T-shirts,,8.0,6,10,-4,-40.0,76,30,No,,https://www.vinted.co.uk/items/10009740960-mizuno-running-t-shirts
47,9797539173,Nike Dri-Fit ADV Running T-Shirt Short Sleeve Athletic Top | Light Blue | Men’s Large,,16.5,6,,,,,,Yes,,https://www.vinted.co.uk/items/9797539173-nike-dri-fit-adv-running-t-shirt-short-sleeve-athletic-top-light-blue-mens-large
48,9885433595,Nike running T-shirt,,3.0,6,,,,,,Yes,,https://www.vinted.co.uk/items/9885433595-nike-running-t-shirt
49,9985611042,Under Armour Men’s Fitted Training T-Shirt – Black/Grey – Small,,3.0,6,,,,,,Yes,,https://www.vinted.co.uk/items/9985611042-under-armour-mens-fitted-training-t-shirt-blackgrey-small
50,10001087191,Nike Dri-FIT Black Gym T-Shirt – Size Small,,9.0,6,,,,,,Yes,,https://www.vinted.co.uk/items/10001087191-nike-dri-fit-black-gym-t-shirt-size-small
51,10004846367,Nike running t shirt black medium,,3.0,6,,,,,,Yes,,https://www.vinted.co.uk/items/10004846367-nike-running-t-shirt-black-medium
52,10008980119,Brooks white running t-shirt,,4.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
53,9939228317,Nike men’s running t-shirt large,,12.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/9939228317-nike-mens-running-t-shirt-large
54,10010378241,Nike running T-shirt,,4.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/10010378241-nike-running-t-shirt
55,10012582824,Pack of 3 Brand new Athletic T-shirts Large,,5.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/10012582824-pack-of-3-brand-new-athletic-t-shirts-large
56,10012543239,Pack of 3 Athletic T-shirts size:M,,5.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/10012543239-pack-of-3-athletic-t-shirts-sizem
57,9970776489,Under Armour Tech T-Shirt Black Grey Marl M,,12.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/9970776489-under-armour-tech-t-shirt-black-grey-marl-m
58,9965983223,Alpha Industries Men's T-Shirt & Joggers Matching Set Black Neon Yellow Large,,23.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/9965983223-alpha-industries-mens-t-shirt-joggers-matching-set-black-neon-yellow-large
59,10014640053,Columbia Omni-Wick T Shirt Men’s Large Navy Blue Performance Sports Outdoor,,3.0,5,,,,,,Yes,,https://www.vinted.co.uk/items/10014640053-columbia-omni-wick-t-shirt-mens-large-navy-blue-performance-sports-outdoor
60,9991050767,Take Five Mens Compression shirt,,4.5,4,,,,,,Yes,,https://www.vinted.co.uk/items/9991050767-take-five-mens-compression-shirt
61,9993674189,Nike Dri Fit T Shirt & Shorts Set-Grey,,39.99,4,,,,,,Yes,,https://www.vinted.co.uk/items/9993674189-nike-dri-fit-t-shirt-shorts-set-grey
62,9926600864,Houston Texan Tshirt,,2.5,4,,,,,,Yes,,https://www.vinted.co.uk/items/9926600864-houston-texan-tshirt
63,10016161439,Men’s Nike running t shirt,,6.0,4,,,,,,Yes,,https://www.vinted.co.uk/items/10016161439-mens-nike-running-t-shirt
64,10009380337,Nike Running T-shirt,,2.99,4,,,,,,Yes,,https://www.vinted.co.uk/items/10009380337-nike-running-t-shirt
65,10014485375,Under armour running T-shirt,,4.0,4,,,,,,Yes,,https://www.vinted.co.uk/items/10014485375-under-armour-running-t-shirt
66,10011400719,On Running T-shirts Blue XL,,30.0,4,,,,,,Yes,,https://www.vinted.co.uk/items/10011400719-on-running-t-shirts-blue-xl
67,9978723610,Nike dri fit running sports top black mens small size,,4.5,4,,,,,,Yes,,https://www.vinted.co.uk/items/9978723610-nike-dri-fit-running-sports-top-black-mens-small-size
68,9986392191,Nike Dri-FIT Running T-Shirt Green/Grey Sports Tee,,15.0,3,,,,,,Yes,,https://www.vinted.co.uk/items/9986392191-nike-dri-fit-running-t-shirt-greengrey-sports-tee
69,9992377509,Nike running t shirt,,2.0,3,,,,,,Yes,,https://www.vinted.co.uk/items/9992377509-nike-running-t-shirt
70,10001782328,montirex mens trail 2.0 tee multicolour space dye running gym t shirt size large L,,10.0,3,,,,,,Yes,,https://www.vinted.co.uk/items/10001782328-montirex-mens-trail-20-tee-multicolour-space-dye-running-gym-t-shirt-size-large-l
71,9678123189,Nike run - T Shirt W size large,,6.0,3,,,,,,Yes,,https://www.vinted.co.uk/items/9678123189-nike-run-t-shirt-w-size-large
72,9826579481,Primark running Tshirt,,1.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/9826579481-primark-running-tshirt
73,8552234975,Medium men’s running t shirt,,1.5,2,,,,,,Yes,,https://www.vinted.co.uk/items/8552234975-medium-mens-running-t-shirt
74,10011379327,On Running T-shirt Grey Medium,,30.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/10011379327-on-running-t-shirt-grey-medium
75,9623600657,Nike dri fit T-Shirt #football #running #sports,,8.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/9623600657-nike-dri-fit-t-shirt-football-running-sports
76,10005512460,Nike Running Dri-FIT T-Shirt Orange Size M,,6.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/10005512460-nike-running-dri-fit-t-shirt-orange-size-m
77,10007978763,Nike Running Bundle – Pink Dri-Fit T-Shirt (M) + Black Shorts,,35.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/10007978763-nike-running-bundle-pink-dri-fit-t-shirt-m-black-shorts
78,9098005919,Blue adidas shirt everyday/running,,3.99,2,,,,,,Yes,,https://www.vinted.co.uk/items/9098005919-blue-adidas-shirt-everydayrunning
79,9070658969,nike running top,,4.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/9070658969-nike-running-top
80,9717851588,DHB - Men’s Long Sleeve Running Top - Orange,,1.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/9717851588-dhb-mens-long-sleeve-running-top-orange
81,10016563483,Men’s Nike Dri-Fit t-shirt,,5.0,2,,,,,,Yes,,https://www.vinted.co.uk/items/10016563483-mens-nike-dri-fit-t-shirt
82,9936511359,Running graphic t shirt,,9.0,1,,,,,,Yes,,https://www.vinted.co.uk/items/9936511359-running-graphic-t-shirt
83,9925054652,Men’s T-shirt,,2.0,1,,,,,,Yes,,https://www.vinted.co.uk/items/9925054652-mens-t-shirt
84,10013670465,2 Running T-Shirts - Training Top,,4.0,1,,,,,,Yes,,https://www.vinted.co.uk/items/10013670465-2-running-t-shirts-training-top
85,10012679878,Nike medium mustard dri fit t shirt,,6.0,1,,,,,,Yes,,https://www.vinted.co.uk/items/10012679878-nike-medium-mustard-dri-fit-t-shirt
86,9886343053,Bristol running t shirt,,4.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/9886343053-bristol-running-t-shirt
87,9965366691,Crivit running t shirt,,3.5,0,,,,,,Yes,,https://www.vinted.co.uk/items/9965366691-crivit-running-t-shirt
88,9979611043,Brooks Equilibrium Men's L Running T-Shirt Black/Gray Striped Reflective,,11.25,0,,,,,,Yes,,https://www.vinted.co.uk/items/9979611043-brooks-equilibrium-mens-l-running-t-shirt-blackgray-striped-reflective
89,10016777134,Nike t shirt running,,5.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/10016777134-nike-t-shirt-running
90,9359781504,Men t-shirts,,5.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/9359781504-men-t-shirts
91,9963064203,Blue Nike Running T-Shirt,,20.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/9963064203-blue-nike-running-t-shirt
92,10016726733,Nike Run T-shirt,,4.5,0,,,,,,Yes,,https://www.vinted.co.uk/items/10016726733-nike-run-t-shirt
93,9984418484,"Light Yellow Nike DriFit Running Rise 365 T-shirt, Size Medium",,15.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/9984418484-light-yellow-nike-drifit-running-rise-365-t-shirt-size-medium
94,9967557649,Nike running men’s t shirt size Large,,7.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/9967557649-nike-running-mens-t-shirt-size-large
95,10011185952,Ronhill  running t shirt Snowdon marathon size small,,2.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/10011185952-ronhill-running-t-shirt-snowdon-marathon-size-small
96,10003576059,Under Armour Delaware Running Festival 2022 T-Shirt Large Grey 5K,,10.0,0,,,,,,Yes,,https://www.vinted.co.uk/items/10003576059-under-armour-delaware-running-festival-2022-t-shirt-large-grey-5k
