Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
25,9957634835,On Cloud Performance T-Shirt – Men’s Medium,,15.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/9957634835-on-cloud-performance-t-shirt-mens-medium
26,9956780844,Adidas Originals Men’s Navy Blue Running Club Graphic T-Shirt - Size 2XL,,4.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/9956780844-adidas-originals-mens-navy-blue-running-club-graphic-t-shirt-size-2xl
27,10013810741,Nike Trail run T-shirt - medium,,5.0,19,19,0,0.0,32,5,No,,https://www.vinted.co.uk/items/10013810741-nike-trail-run-t-shirt-medium
28,9619072803,Graphic T-Shirt,,4.0,19,,,,,,Yes,,https://www.vinted.co.uk/items/9619072803-graphic-t-shirt
29,10057457837,Brand New Men's Montirex Vector Seamless T-Shirt,,17.0,18,11,7,63.6,63,34,No,,https://www.vinted.co.uk/items/10057457837-brand-new-mens-montirex-vector-seamless-t-shirt
30,10021844552,Navy Castore T-Shirt,,5.0,18,17,1,5.9,39,9,No,,https://www.vinted.co.uk/items/10021844552-navy-castore-t-shirt
31,10078569208,Nike Dri-FIT Running T-Shirt & Shorts Set – Mint/Black – Size L,,22.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/10078569208-nike-dri-fit-running-t-shirt-shorts-set-mintblack-size-l
32,9944511262,Handmade Tie Dye T-Shirt: Unique Copper and Turquoise Design - Unisex Tee (M),,18.0,16,14,2,14.3,49,17,No,,https://www.vinted.co.uk/items/9944511262-handmade-tie-dye-t-shirt-unique-copper-and-turquoise-design-unisex-tee-m
33,10073186391,Canterbury VapoDri grey marl microdot training t-shirt. Size M,,6.5,16,,,,,,Yes,,https://www.vinted.co.uk/items/10073186391-canterbury-vapodri-grey-marl-microdot-training-t-shirt-size-m
34,8457213624,Unisex Marathon Running T-shirt,,2.5,16,,,,,,Yes,,https://www.vinted.co.uk/items/8457213624-unisex-marathon-running-t-shirt
35,9762617589,Sporty & Rich running club t-shirt,,10.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/9762617589-sporty-rich-running-club-t-shirt
36,10075794576,Kevin Sinfield 7in7 Running T-Shirt,,4.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10075794576-kevin-sinfield-7in7-running-t-shirt
37,9665385837,Tommy Hilfiger White Logo Stripe T-Shirt,,7.95,15,,,,,,Yes,,https://www.vinted.co.uk/items/9665385837-tommy-hilfiger-white-logo-stripe-t-shirt
38,10053678604,Asics Road Fade Running T-shirt,,30.0,15,9,6,66.7,83,45,No,,https://www.vinted.co.uk/items/10053678604-asics-road-fade-running-t-shirt
39,10012291700,Satisfy Running moth hair tee,,110.0,15,12,3,25.0,62,23,No,,https://www.vinted.co.uk/items/10012291700-satisfy-running-moth-hair-tee
40,10032311870,Nike Jordan Black T-Shirt – New With Tags,,11.0,15,14,1,7.1,52,12,No,,https://www.vinted.co.uk/items/10032311870-nike-jordan-black-t-shirt-new-with-tags
41,10043606950,Mens Nike dri fit yellow running t-shirt. Size large,,7.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10043606950-mens-nike-dri-fit-yellow-running-t-shirt-size-large
42,10067932936,Reiss Mens Taupe Beige Tapered Jogger Trousers – Waist 30”,,24.99,15,,,,,,Yes,,https://www.vinted.co.uk/items/10067932936-reiss-mens-taupe-beige-tapered-jogger-trousers-waist-30
43,10050923481,Brand new underarmour set,,32.0,14,11,3,27.3,69,26,No,,https://www.vinted.co.uk/items/10050923481-brand-new-underarmour-set
44,10013361844,Running t-shirt,,8.0,14,14,0,0.0,53,9,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
45,9922137879,Jack & Jones Superior Graphic T-Shirt – 2XL,,2.5,13,,,,,,Yes,,https://www.vinted.co.uk/items/9922137879-jack-jones-superior-graphic-t-shirt-2xl
46,10046482917,Asics running t-shirt white large,,3.0,13,13,0,0.0,55,9,No,,https://www.vinted.co.uk/items/10046482917-asics-running-t-shirt-white-large
47,9937735764,Title: Nike Dri-FIT Red Short Sleeve Running / Gym Top – Men’s Large,,10.0,13,12,1,8.3,60,13,No,,https://www.vinted.co.uk/items/9937735764-title-nike-dri-fit-red-short-sleeve-running-gym-top-mens-large
48,8456209756,Nike Dri fit  active wear T shirt,,3.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/8456209756-nike-dri-fit-active-wear-t-shirt
49,9945204548,Black Nike running shirt,,4.5,13,14,-1,-7.1,51,2,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
50,10070095117,Mens Nike Miler T-shirt (Medium) Blue,,24.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10070095117-mens-nike-miler-t-shirt-medium-blue
51,9110932943,Superdry Track & Field Grey Graphic T-Shirt Size M,,5.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9110932943-superdry-track-field-grey-graphic-t-shirt-size-m
52,10080759046,Black On Running sleeve tee size XL,,32.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10080759046-black-on-running-sleeve-tee-size-xl
53,6536488317,Nike running T-shirt S,,3.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/6536488317-nike-running-t-shirt-s
54,10072489635,ON Lightweight Grey/Black Running T-shirt,,15.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10072489635-on-lightweight-greyblack-running-t-shirt
55,10055795589,Rose Graphic T-Shirt – Black & White,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10055795589-rose-graphic-t-shirt-black-white
56,9965960079,Men’s Large Asics Neon Yellow & Black Short & T-Shirt Set - BNWT,,50.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9965960079-mens-large-asics-neon-yellow-black-short-t-shirt-set-bnwt
57,10061857844,Adidas Men's Technical T-shirt  Blue Medium Slim Fit Running Adizero,,12.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10061857844-adidas-mens-technical-t-shirt-blue-medium-slim-fit-running-adizero
58,10058186267,Running performance T,,30.0,12,11,1,9.1,67,9,No,,https://www.vinted.co.uk/items/10058186267-running-performance-t
59,10054060511,Nike running division t shirt,,12.0,12,12,0,0.0,61,2,No,,https://www.vinted.co.uk/items/10054060511-nike-running-division-t-shirt
60,10060020929,Calvin Klein CK One Crew Neck Lounge T-Shirt Navy Blue UK Size M,,8.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10060020929-calvin-klein-ck-one-crew-neck-lounge-t-shirt-navy-blue-uk-size-m
61,10068369991,Under Armour HeatGear Compression Sleeveless Top Black Size L,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10068369991-under-armour-heatgear-compression-sleeveless-top-black-size-l
62,9654582062,nike tshirt,,1.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/9654582062-nike-tshirt
63,9986179275,Mizuno running t shirt,,5.0,11,11,0,0.0,66,3,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
64,10022839560,Monterrain Sports T-Shirt – Performance Fit,,6.0,11,11,0,0.0,71,7,No,,https://www.vinted.co.uk/items/10022839560-monterrain-sports-t-shirt-performance-fit
65,9990926463,New Balance running t shirt,,5.0,11,11,0,0.0,68,3,No,,https://www.vinted.co.uk/items/9990926463-new-balance-running-t-shirt
66,10027952897,Salomon Agile long sleeve running t,,8.0,11,10,1,10.0,77,11,No,,https://www.vinted.co.uk/items/10027952897-salomon-agile-long-sleeve-running-t
67,9938626934,Vintage Big Dogs t shirt,,13.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9938626934-vintage-big-dogs-t-shirt
68,9986245827,"Nike Running Dri-Fit t-shirt – black, ""Nike Running"" checkered flag graphic, BNWT",,11.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9986245827-nike-running-dri-fit-t-shirt-black-nike-running-checkered-flag-graphic-bnwt
69,9981552569,Atlas Teal Active Sport Technical Tee#breathableshirt,,1.5,10,,,,,,Yes,,https://www.vinted.co.uk/items/9981552569-atlas-teal-active-sport-technical-teebreathableshirt
70,7555292479,Nike Dri-FIT Miler Graphic Running T-Shirt (Yellow/White),,8.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/7555292479-nike-dri-fit-miler-graphic-running-t-shirt-yellowwhite
71,10009162848,White Sports Vest - L - Primark,,1.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10009162848-white-sports-vest-l-primark
72,10049956852,Nike Dri-FIT Orange Running T-Shirt,,5.5,10,9,1,11.1,87,15,No,,https://www.vinted.co.uk/items/10049956852-nike-dri-fit-orange-running-t-shirt
73,10048400476,Nike Dri-FIT Track & Field T-Shirt – Grey – Size M,,4.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10048400476-nike-dri-fit-track-field-t-shirt-grey-size-m
74,8985790450,Nike Alabama Crimson Tide T-Shirt,,3.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/8985790450-nike-alabama-crimson-tide-t-shirt
75,10002225634,Nike running t-shirt,,5.0,10,9,1,11.1,91,16,No,,https://www.vinted.co.uk/items/10002225634-nike-running-t-shirt
76,10066384705,Nike Dry-Fit Slim Fit T-Shirt & Shorts Set – Black/Pink – Size L,,39.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10066384705-nike-dry-fit-slim-fit-t-shirt-shorts-set-blackpink-size-l
77,9018238329,Vintage 90s T-Shirt Size XL 1994 4th July Run Graphic Made in USA Single Stitch,,11.95,10,,,,,,Yes,,https://www.vinted.co.uk/items/9018238329-vintage-90s-t-shirt-size-xl-1994-4th-july-run-graphic-made-in-usa-single-stitch
78,10044708288,New Balance Running t-shirt,,6.0,10,9,1,11.1,88,10,No,,https://www.vinted.co.uk/items/10044708288-new-balance-running-t-shirt
79,10055709509,Mock neck running tee vintage,,40.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10055709509-mock-neck-running-tee-vintage
80,9948375981,Travis Scott Astroworld Europe 2019 Stop Look Listen Long Sleeve Tee Grey Size S,,35.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9948375981-travis-scott-astroworld-europe-2019-stop-look-listen-long-sleeve-tee-grey-size-s
81,9988697211,Nike running gym t shirt L,,7.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9988697211-nike-running-gym-t-shirt-l
82,10051872209,Sondico Optivent 2  Sports Training T-Shirts Black & Grey Size L,,8.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/10051872209-sondico-optivent-2-sports-training-t-shirts-black-grey-size-l
83,10008980119,Brooks white running t-shirt,,4.0,9,9,0,0.0,80,-3,No,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
84,10079627467,Adidas Originals Graphic T-Shirt – Black – Size XL,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10079627467-adidas-originals-graphic-t-shirt-black-size-xl
85,10074803573,Nike t-shirt,,7.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10074803573-nike-t-shirt
86,10034803867,Bundle of 3 Men’s Plain T-Shirts – Next & New Look – Size Small,,3.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10034803867-bundle-of-3-mens-plain-t-shirts-next-new-look-size-small
87,10057372106,Montirex Men’s Navy Blue Marl Performance T-Shirt Size M Gym Activewear,,12.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10057372106-montirex-mens-navy-blue-marl-performance-t-shirt-size-m-gym-activewear
88,10059637126,Nike Running T Shirt,,3.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10059637126-nike-running-t-shirt
89,10048934426,Under Armour Men's Khaki Camo Performance T-Shirt,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10048934426-under-armour-mens-khaki-camo-performance-t-shirt
90,10060190157,Running top,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10060190157-running-top
91,10011617765,Rohan men’s size large grey sports t-shirt gym running,,5.95,9,,,,,,Yes,,https://www.vinted.co.uk/items/10011617765-rohan-mens-size-large-grey-sports-t-shirt-gym-running
92,10036356112,Represent running black grey camo team 247 vest hyrox gym top t-shirt tank Size XL,,37.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10036356112-represent-running-black-grey-camo-team-247-vest-hyrox-gym-top-t-shirt-tank-size-xl
93,10053850572,Nike Black T-Shirt – Large Swoosh Logo – Brand New,,12.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10053850572-nike-black-t-shirt-large-swoosh-logo-brand-new
94,10051260966,Under Armour Challenger Train SS Top Navy Men's Size M - BNWT,,9.0,9,9,0,0.0,89,-5,No,,https://www.vinted.co.uk/items/10051260966-under-armour-challenger-train-ss-top-navy-mens-size-m-bnwt
95,10021373730,Nike drifit XL running T-shirt Black,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10021373730-nike-drifit-xl-running-t-shirt-black
96,10079986993,Zara Men’s Beige Stone Joggers Size M | New Without Tags | Drawstring,,20.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10079986993-zara-mens-beige-stone-joggers-size-m-new-without-tags-drawstring
97,9407753103,Calvin Klein Jeans White Logo T-Shirt | Size M | Genuine,,14.5,8,8,0,0.0,100,3,No,,https://www.vinted.co.uk/items/9407753103-calvin-klein-jeans-white-logo-t-shirt-size-m-genuine
98,10066852091,Nike Running T Shirt,,5.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/10066852091-nike-running-t-shirt
99,9897272843,Rick and Morty men’s black t shirt size medium,,5.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/9897272843-rick-and-morty-mens-black-t-shirt-size-medium
100,8201258159,Mens On running t shirt,,10.0,8,,,,,,Yes,,https://www.vinted.co.uk/items/8201258159-mens-on-running-t-shirt
