Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
43,10086337249,Nike Blue ribbon sports running tshirt,,5.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10086337249-nike-blue-ribbon-sports-running-tshirt
44,10055795589,Rose Graphic T-Shirt – Black & White,,5.0,15,12,3,25.0,55,11,No,,https://www.vinted.co.uk/items/10055795589-rose-graphic-t-shirt-black-white
45,10053678604,Asics Road Fade Running T-shirt,,30.0,15,15,0,0.0,38,-7,No,,https://www.vinted.co.uk/items/10053678604-asics-road-fade-running-t-shirt
46,10074929126,Nike Pro White Sports T-Shirt – Boys – Size S,,5.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10074929126-nike-pro-white-sports-t-shirt-boys-size-s
47,10012291700,Satisfy Running moth hair tee,,110.0,15,15,0,0.0,39,-8,No,,https://www.vinted.co.uk/items/10012291700-satisfy-running-moth-hair-tee
48,10088502498,Fleece Grey Nike Joggers,,11.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10088502498-fleece-grey-nike-joggers
49,10062030700,Men's Running Set Under Armour Threadborne HeatGear,,32.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/10062030700-mens-running-set-under-armour-threadborne-heatgear
50,10046482917,Asics running t-shirt white large,,3.0,14,13,1,7.7,46,-4,No,,https://www.vinted.co.uk/items/10046482917-asics-running-t-shirt-white-large
51,10057749728,Adisas mens XL navy running T shirt,,3.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/10057749728-adisas-mens-xl-navy-running-t-shirt
52,9938626934,Vintage Big Dogs t shirt,,13.0,14,10,4,40.0,67,15,No,,https://www.vinted.co.uk/items/9938626934-vintage-big-dogs-t-shirt
53,10013361844,Running t-shirt,,8.0,14,14,0,0.0,44,-9,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
54,9195499286,Alian mushroom traffic print t-shirt uk2xl nwt,,7.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9195499286-alian-mushroom-traffic-print-t-shirt-uk2xl-nwt
55,10051633059,Men’s Loiter x Gundam Anime Vintage Style T Shirt,,16.16,14,,,,,,Yes,,https://www.vinted.co.uk/items/10051633059-mens-loiter-x-gundam-anime-vintage-style-t-shirt
56,10084219923,Nike running T-shirt,,4.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10084219923-nike-running-t-shirt
57,9937735764,Title: Nike Dri-FIT Red Short Sleeve Running / Gym Top – Men’s Large,,10.0,13,13,0,0.0,47,-10,No,,https://www.vinted.co.uk/items/9937735764-title-nike-dri-fit-red-short-sleeve-running-gym-top-mens-large
58,10073046168,Nike miller running set,,30.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10073046168-nike-miller-running-set
59,9948375981,Travis Scott Astroworld Europe 2019 Stop Look Listen Long Sleeve Tee Grey Size S,,35.0,13,10,3,30.0,80,21,No,,https://www.vinted.co.uk/items/9948375981-travis-scott-astroworld-europe-2019-stop-look-listen-long-sleeve-tee-grey-size-s
60,10025446714,Nike t shirt,,12.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10025446714-nike-t-shirt
61,10061941867,Grey Hugo Boss Tshirt,,22.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10061941867-grey-hugo-boss-tshirt
62,10069306643,Nike Beige & Black T-Shirt & Joggers Set,,15.99,12,,,,,,Yes,,https://www.vinted.co.uk/items/10069306643-nike-beige-black-t-shirt-joggers-set
63,10058186267,Running performance T,,30.0,12,12,0,0.0,58,-5,No,,https://www.vinted.co.uk/items/10058186267-running-performance-t
64,10048400476,Nike Dri-FIT Track & Field T-Shirt – Grey – Size M,,4.0,12,10,2,20.0,73,9,No,,https://www.vinted.co.uk/items/10048400476-nike-dri-fit-track-field-t-shirt-grey-size-m
65,10061857844,Adidas Men's Technical T-shirt  Blue Medium Slim Fit Running Adizero,,12.0,12,12,0,0.0,57,-8,No,,https://www.vinted.co.uk/items/10061857844-adidas-mens-technical-t-shirt-blue-medium-slim-fit-running-adizero
66,10055709509,Mock neck running tee vintage,,40.0,12,10,2,20.0,79,13,No,,https://www.vinted.co.uk/items/10055709509-mock-neck-running-tee-vintage
67,10088477390,Nike running division very rare tshirt,,30.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10088477390-nike-running-division-very-rare-tshirt
68,7647214332,Prince 3rd eye girl hit n run tour 2015 brand new rare medium,,70.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/7647214332-prince-3rd-eye-girl-hit-n-run-tour-2015-brand-new-rare-medium
69,9981552569,Atlas Teal Active Sport Technical Tee#breathableshirt,,1.5,11,10,1,10.0,69,0,No,,https://www.vinted.co.uk/items/9981552569-atlas-teal-active-sport-technical-teebreathableshirt
70,10092496924,Ronhill Men’s running T-shirt size M,,5.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10092496924-ronhill-mens-running-t-shirt-size-m
71,10069541070,Men's nike Dri-fit running t-shirt size large,,11.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10069541070-mens-nike-dri-fit-running-t-shirt-size-large
72,7555292479,Nike Dri-FIT Miler Graphic Running T-Shirt (Yellow/White),,8.99,11,10,1,10.0,70,-2,No,,https://www.vinted.co.uk/items/7555292479-nike-dri-fit-miler-graphic-running-t-shirt-yellowwhite
73,10074803573,Nike t-shirt,,7.0,11,9,2,22.2,85,12,No,,https://www.vinted.co.uk/items/10074803573-nike-t-shirt
74,10074453822,Nike running t shirt,,10.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10074453822-nike-running-t-shirt
75,10031101741,Rats Get Fat Tee,,13.47,11,,,,,,Yes,,https://www.vinted.co.uk/items/10031101741-rats-get-fat-tee
76,10085370418,Large Gym/Running T,,6.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10085370418-large-gymrunning-t
77,10054060511,Nike running division t shirt,,10.0,11,12,-1,-8.3,59,-18,No,,https://www.vinted.co.uk/items/10054060511-nike-running-division-t-shirt
78,10009740960,Mizuno Running T-shirts,,8.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10009740960-mizuno-running-t-shirts
79,9795213548,"Nike blue running set ""miler"" size medium mens",,25.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9795213548-nike-blue-running-set-miler-size-medium-mens
80,10089598336,Stussy X Nike White Oversized Streetwear T Shirt,,17.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/10089598336-stussy-x-nike-white-oversized-streetwear-t-shirt
81,10063875975,Nike Men's / Unisex White Dri-FIT T-Shirt – Size Small,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10063875975-nike-mens-unisex-white-dri-fit-t-shirt-size-small
82,10050917837,Brand new Underarmour set,,32.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10050917837-brand-new-underarmour-set
83,10049956852,Nike Dri-FIT Orange Running T-Shirt,,5.5,10,10,0,0.0,72,-11,No,,https://www.vinted.co.uk/items/10049956852-nike-dri-fit-orange-running-t-shirt
84,10067228263,Men’s Montirex Run City Black T-Shirt,,17.5,10,,,,,,Yes,,https://www.vinted.co.uk/items/10067228263-mens-montirex-run-city-black-t-shirt
85,10064080114,"Men's Large Bundle • F&F, George, TU, Adidas • Good condition • Please read description",,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10064080114-mens-large-bundle-ff-george-tu-adidas-good-condition-please-read-description
86,9018238329,Vintage 90s T-Shirt Size XL 1994 4th July Run Graphic Made in USA Single Stitch,,11.95,10,10,0,0.0,77,-9,No,,https://www.vinted.co.uk/items/9018238329-vintage-90s-t-shirt-size-xl-1994-4th-july-run-graphic-made-in-usa-single-stitch
87,10066384705,Nike Dry-Fit Slim Fit T-Shirt & Shorts Set – Black/Pink – Size L,,39.0,10,10,0,0.0,76,-11,No,,https://www.vinted.co.uk/items/10066384705-nike-dry-fit-slim-fit-t-shirt-shorts-set-blackpink-size-l
88,10079627467,Adidas Originals Graphic T-Shirt – Black – Size XL,,4.0,10,9,1,11.1,84,-4,No,,https://www.vinted.co.uk/items/10079627467-adidas-originals-graphic-t-shirt-black-size-xl
89,10002225634,Nike running t-shirt,,5.0,10,10,0,0.0,75,-14,No,,https://www.vinted.co.uk/items/10002225634-nike-running-t-shirt
90,7697797544,WWE AJ Styles: run the place t shirt M,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/7697797544-wwe-aj-styles-run-the-place-t-shirt-m
91,10070528467,Long-sleeved t-shirts On Running Dark green size M,,37.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10070528467-long-sleeved-t-shirts-on-running-dark-green-size-m
92,10085728268,New Balance London Marathon Running T-Shirt,,12.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10085728268-new-balance-london-marathon-running-t-shirt
93,10044708288,New Balance Running t-shirt,,6.0,10,10,0,0.0,78,-15,No,,https://www.vinted.co.uk/items/10044708288-new-balance-running-t-shirt
94,10008980119,Brooks white running t-shirt,,4.0,9,9,0,0.0,83,-11,No,,https://www.vinted.co.uk/items/10008980119-brooks-white-running-t-shirt
95,9088099546,Nike t shirt,,9.99,9,,,,,,Yes,,https://www.vinted.co.uk/items/9088099546-nike-t-shirt
96,9013642462,Men’s Polo Ralph Lauren T-shirt,,8.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9013642462-mens-polo-ralph-lauren-t-shirt
97,10043044805,Orange New Balance Running T-shirt - Size L,,5.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10043044805-orange-new-balance-running-t-shirt-size-l
98,10046848285,"Hulk Hogan ""Hogan's Beach Shop"" Tie-Dye T-Shirt.",,8.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10046848285-hulk-hogan-hogans-beach-shop-tie-dye-t-shirt
99,9009563872,T-shirt,,8.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9009563872-t-shirt
100,10011617765,Rohan men’s size large grey sports t-shirt gym running,,5.95,9,9,0,0.0,91,-9,No,,https://www.vinted.co.uk/items/10011617765-rohan-mens-size-large-grey-sports-t-shirt-gym-running
