Rank,Listing ID,Title,Brand,Price GBP,Likes,Previous Likes,Likes Gained,Likes Gained %,Previous Rank,Rank Change,New Listing,Condition,URL
13,9462313824,Nike Dri-FIT White Sports T-Shirt Men's Small Running Gym Training,,5.0,27,,,,,,Yes,,https://www.vinted.co.uk/items/9462313824-nike-dri-fit-white-sports-t-shirt-mens-small-running-gym-training
14,9875145635,Unique Tie Dye T-Shit: Neon Turquoise and Purple Geode - Unisex Cotton Tee (M),,18.0,26,,,,,,Yes,,https://www.vinted.co.uk/items/9875145635-unique-tie-dye-t-shit-neon-turquoise-and-purple-geode-unisex-cotton-tee-m
15,10017501036,Vintage 90s running tshirt size XL Anvil tag single stitch,,13.41,25,,,,,,Yes,,https://www.vinted.co.uk/items/10017501036-vintage-90s-running-tshirt-size-xl-anvil-tag-single-stitch
16,5185338649,"Vintage single stitch T-shirt, Reebok shirt",,18.16,25,,,,,,Yes,,https://www.vinted.co.uk/items/5185338649-vintage-single-stitch-t-shirt-reebok-shirt
17,10014986740,BAPE x Comme des Garçons Graphic T-Shirt – White,,30.0,24,,,,,,Yes,,https://www.vinted.co.uk/items/10014986740-bape-x-comme-des-garcons-graphic-t-shirt-white
18,9978283914,Nike Running T Shirt Medium,,5.0,24,22,2,9.1,9,-9,No,,https://www.vinted.co.uk/items/9978283914-nike-running-t-shirt-medium
19,9945075593,Adidas running  gym t-shirt mens,,7.5,24,21,3,14.3,12,-7,No,,https://www.vinted.co.uk/items/9945075593-adidas-running-gym-t-shirt-mens
20,9173569387,Nike Run T Shirt,,12.0,23,21,2,9.5,13,-7,No,,https://www.vinted.co.uk/items/9173569387-nike-run-t-shirt
21,10029873990,F&F Khaki Cargo Joggers | W32 L30,,4.99,23,,,,,,Yes,,https://www.vinted.co.uk/items/10029873990-ff-khaki-cargo-joggers-w32-l30
22,9940904074,Men’s Navy Smart Jogger Trousers,,20.0,22,,,,,,Yes,,https://www.vinted.co.uk/items/9940904074-mens-navy-smart-jogger-trousers
23,10012369731,Satisfy running Moth tech tee,,120.0,22,,,,,,Yes,,https://www.vinted.co.uk/items/10012369731-satisfy-running-moth-tech-tee
24,10018284613,Funny Running Wear / Activewear T-Shirt,,10.0,22,,,,,,Yes,,https://www.vinted.co.uk/items/10018284613-funny-running-wear-activewear-t-shirt
25,9703502400,"Nike Running Division T-shirt with Backprint, XL.",,10.0,21,18,3,16.7,17,-8,No,,https://www.vinted.co.uk/items/9703502400-nike-running-division-t-shirt-with-backprint-xl
26,9907023249,Comme Des Garçons white tshirt,,22.0,21,,,,,,Yes,,https://www.vinted.co.uk/items/9907023249-comme-des-garcons-white-tshirt
27,9988473645,Nike Rise 365 Run Division men’s Dri-FIT short sleeve running top in Light Bone.,,19.0,21,,,,,,Yes,,https://www.vinted.co.uk/items/9988473645-nike-rise-365-run-division-mens-dri-fit-short-sleeve-running-top-in-light-bone
28,9975430833,Nike long sleeve dri fit top,,11.0,21,,,,,,Yes,,https://www.vinted.co.uk/items/9975430833-nike-long-sleeve-dri-fit-top
29,9454683297,The North Face Performance Sports T-Shirt – Built for Adventure!,,8.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/9454683297-the-north-face-performance-sports-t-shirt-built-for-adventure
30,7923013971,Nike Dri fit running T-shirt,,3.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/7923013971-nike-dri-fit-running-t-shirt
31,10024616815,Adidas Aeroready Black Graphic T-Shirt Large,,12.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/10024616815-adidas-aeroready-black-graphic-t-shirt-large
32,9975423195,Gym shark top,,8.0,20,,,,,,Yes,,https://www.vinted.co.uk/items/9975423195-gym-shark-top
33,9971014059,Orange Nike,,4.29,19,,,,,,Yes,,https://www.vinted.co.uk/items/9971014059-orange-nike
34,9591546025,Genuine vintage Adidas Star Wars Darth Vader T-Shirt - White - Size XL Run DMC Originals Trefoil,,37.99,19,,,,,,Yes,,https://www.vinted.co.uk/items/9591546025-genuine-vintage-adidas-star-wars-darth-vader-t-shirt-white-size-xl-run-dmc-originals-trefoil
35,9956780844,Adidas Originals Men’s Navy Blue Running Club Graphic T-Shirt - Size 2XL,,4.0,19,,,,,,Yes,,https://www.vinted.co.uk/items/9956780844-adidas-originals-mens-navy-blue-running-club-graphic-t-shirt-size-2xl
36,9985761975,Saysky Clean Motion T-Shirt - White - Size L - Excellent Condition - RRP £46,,29.99,18,,,,,,Yes,,https://www.vinted.co.uk/items/9985761975-saysky-clean-motion-t-shirt-white-size-l-excellent-condition-rrp-ps46
37,10005667830,White and Black Nike Miller shorts set,,50.0,18,,,,,,Yes,,https://www.vinted.co.uk/items/10005667830-white-and-black-nike-miller-shorts-set
38,9972649156,On cloud training t shirt size small men’s,,18.0,18,17,1,5.9,20,-18,No,,https://www.vinted.co.uk/items/9972649156-on-cloud-training-t-shirt-size-small-mens
39,9980285209,on running graphic logo t shirt,,12.0,18,19,-1,-5.3,16,-23,No,,https://www.vinted.co.uk/items/9980285209-on-running-graphic-logo-t-shirt
40,8879143405,Henri-Lloyd Navy Logo T-Shirt Mens Medium Designer Casual Tee,,4.0,18,,,,,,Yes,,https://www.vinted.co.uk/items/8879143405-henri-lloyd-navy-logo-t-shirt-mens-medium-designer-casual-tee
41,10025945141,Nike Running Division Khaki T-Shirt,,10.5,18,,,,,,Yes,,https://www.vinted.co.uk/items/10025945141-nike-running-division-khaki-t-shirt
42,10003012928,ASICS Men’s Large Red T Shirt RRP £39.99,,5.99,18,15,3,20.0,23,-19,No,,https://www.vinted.co.uk/items/10003012928-asics-mens-large-red-t-shirt-rrp-ps3999
43,9846927708,Puma drycell running sport T-shirt small,,3.0,17,16,1,6.2,22,-21,No,,https://www.vinted.co.uk/items/9846927708-puma-drycell-running-sport-t-shirt-small
44,9940908657,: New Balance Navy Logo T-Shirt – Size S,,8.0,17,13,4,30.8,26,-18,No,,https://www.vinted.co.uk/items/9940908657-new-balance-navy-logo-t-shirt-size-s
45,9959437866,Run DMC white cotton  t-shirt 2XL,,4.83,17,,,,,,Yes,,https://www.vinted.co.uk/items/9959437866-run-dmc-white-cotton-t-shirt-2xl
46,10012263427,Satisfy running tee,,95.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/10012263427-satisfy-running-tee
47,9854038611,Nike Dri-FIT Running T-Shirt,,10.0,17,,,,,,Yes,,https://www.vinted.co.uk/items/9854038611-nike-dri-fit-running-t-shirt
48,9969766473,White Graphic T-Shirt – Blue & Black Tribal Print,,10.73,16,,,,,,Yes,,https://www.vinted.co.uk/items/9969766473-white-graphic-t-shirt-blue-black-tribal-print
49,9884945888,Unique Handmade Green and Purple Tie Dye T-Shirt: Witch's Brew,,18.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/9884945888-unique-handmade-green-and-purple-tie-dye-t-shirt-witchs-brew
50,10013810741,Nike Trail run T-shirt - medium,,5.0,16,,,,,,Yes,,https://www.vinted.co.uk/items/10013810741-nike-trail-run-t-shirt-medium
51,10004183483,Nike Dri-FIT Y2K Graphic T-Shirt | Retro 00s Nike | Pink & Teal | Abstract Print | Slim Fit,,17.0,15,9,6,66.7,37,-14,No,,https://www.vinted.co.uk/items/10004183483-nike-dri-fit-y2k-graphic-t-shirt-retro-00s-nike-pink-teal-abstract-print-slim-fit
52,9953854379,Men's adidas Originals Adicolor Classics 3-Stripes California T-Shirt Navy (Size L),,16.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/9953854379-mens-adidas-originals-adicolor-classics-3-stripes-california-t-shirt-navy-size-l
53,9990570350,💗 Men’s Under Armour Sports Set – T-Shirt (XL) & Shorts (L),,15.0,15,10,5,50.0,33,-20,No,,https://www.vinted.co.uk/items/9990570350-mens-under-armour-sports-set-t-shirt-xl-shorts-l
54,10026881802,Money black graphic t-shirt – size L – new with tags,,18.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/10026881802-money-black-graphic-t-shirt-size-l-new-with-tags
55,8789010116,Sport Tshirt,,8.0,15,,,,,,Yes,,https://www.vinted.co.uk/items/8789010116-sport-tshirt
56,9780094350,Nike Dri-FIT Miler Running T-Shirt,,10.0,14,,,,,,Yes,,https://www.vinted.co.uk/items/9780094350-nike-dri-fit-miler-running-t-shirt
57,9952414813,Nike miler flash drifit t-shirt,,18.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9952414813-nike-miler-flash-drifit-t-shirt
58,9926172222,Long sleeve running T-shirt,,2.5,14,,,,,,Yes,,https://www.vinted.co.uk/items/9926172222-long-sleeve-running-t-shirt
59,10013361844,Running t-shirt,,8.0,14,10,4,40.0,30,-29,No,,https://www.vinted.co.uk/items/10013361844-running-t-shirt
60,10004606633,Nike Running Dri-Fit T-Shirt & Shorts Set Light Grey,,33.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/10004606633-nike-running-dri-fit-t-shirt-shorts-set-light-grey
61,10003178557,On Running Performance-T,,20.0,13,12,1,8.3,28,-33,No,,https://www.vinted.co.uk/items/10003178557-on-running-performance-t
62,10011825003,Under Armour Navy Performance Training T-Shirt Size M,,6.0,13,8,5,62.5,40,-22,No,,https://www.vinted.co.uk/items/10011825003-under-armour-navy-performance-training-t-shirt-size-m
63,9957634835,On Cloud Performance T-Shirt – Men’s Medium,,15.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9957634835-on-cloud-performance-t-shirt-mens-medium
64,9727587719,RAFAC Air Cadet Camp Shirt,,4.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9727587719-rafac-air-cadet-camp-shirt
65,9907102134,Nike dri-fit t-shirt,,3.0,13,,,,,,Yes,,https://www.vinted.co.uk/items/9907102134-nike-dri-fit-t-shirt
66,9991050767,Take Five Mens Compression shirt,,4.5,12,4,8,200.0,60,-6,No,,https://www.vinted.co.uk/items/9991050767-take-five-mens-compression-shirt
67,10003400499,ASICS Running T-Shirt – Blue – Size M,,6.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10003400499-asics-running-t-shirt-blue-size-m
68,9945204548,Black Nike running shirt,,4.5,12,10,2,20.0,32,-36,No,,https://www.vinted.co.uk/items/9945204548-black-nike-running-shirt
69,10017557116,Men’s Nike Running T-shirt,,3.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10017557116-mens-nike-running-t-shirt
70,10015745952,Passenger Blue Sweatshirt Jumper | Half Zip Chunky Jumper | Mens Outdoor Casual,,28.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10015745952-passenger-blue-sweatshirt-jumper-half-zip-chunky-jumper-mens-outdoor-casual
71,9976835808,Ronhill Men running top,,8.99,12,,,,,,Yes,,https://www.vinted.co.uk/items/9976835808-ronhill-men-running-top
72,9419788080,Foo Fighters T-Shirt,,4.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9419788080-foo-fighters-t-shirt
73,9990910147,Nike Running Division T-Shirt,,7.5,12,,,,,,Yes,,https://www.vinted.co.uk/items/9990910147-nike-running-division-t-shirt
74,9989637585,Nike Running Trail Activewear T Shirt Size Large,,8.5,12,,,,,,Yes,,https://www.vinted.co.uk/items/9989637585-nike-running-trail-activewear-t-shirt-size-large
75,9957280774,Nike running dri-fit ADV T-shirt,,10.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9957280774-nike-running-dri-fit-adv-t-shirt
76,9388027117,Nike Dri-FIT  Set – T-Shirt & Shorts – Red – Size XL,,30.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9388027117-nike-dri-fit-set-t-shirt-shorts-red-size-xl
77,10017046731,Liverpool FC Vest,,5.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/10017046731-liverpool-fc-vest
78,9984028528,Nike Pro Dri Fit T Shirt Mens S Black Combat Stretch Gym Running Top,,6.0,12,,,,,,Yes,,https://www.vinted.co.uk/items/9984028528-nike-pro-dri-fit-t-shirt-mens-s-black-combat-stretch-gym-running-top
79,10030709475,Nike Running Top,,5.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10030709475-nike-running-top
80,10025446714,Nike t shirt,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10025446714-nike-t-shirt
81,9978385209,Stride Running Club T Shirt,,14.99,11,,,,,,Yes,,https://www.vinted.co.uk/items/9978385209-stride-running-club-t-shirt
82,10011795960,Nike Dri-Fit Trail Running T-shirt,,12.0,11,,,,,,Yes,,https://www.vinted.co.uk/items/10011795960-nike-dri-fit-trail-running-t-shirt
83,9997849273,Navy blue Polo Sport Ralph Lauren Performance long sleeve shirt small #running #gym,,21.46,10,,,,,,Yes,,https://www.vinted.co.uk/items/9997849273-navy-blue-polo-sport-ralph-lauren-performance-long-sleeve-shirt-small-running-gym
84,10001087191,Nike Dri-FIT Black Gym T-Shirt – Size Small,,7.0,10,6,4,66.7,50,-34,No,,https://www.vinted.co.uk/items/10001087191-nike-dri-fit-black-gym-t-shirt-size-small
85,10030476786,Salomon S/LAB Technical Running T-Shirt Blue – Size S,,5.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10030476786-salomon-slab-technical-running-t-shirt-blue-size-s
86,9711720685,Nike Running Artist in Residence Dri-FIT t-shirt in white.,,9.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9711720685-nike-running-artist-in-residence-dri-fit-t-shirt-in-white
87,10022943579,Asics Running T-shirt,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10022943579-asics-running-t-shirt
88,9961635929,Nike Running Miler Dri-FIT Digital Camo T-Shirt Neon Green Black UK M,,12.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9961635929-nike-running-miler-dri-fit-digital-camo-t-shirt-neon-green-black-uk-m
89,10009740960,Mizuno Running T-shirts,,8.0,10,6,4,66.7,46,-43,No,,https://www.vinted.co.uk/items/10009740960-mizuno-running-t-shirts
90,9205112898,Nike Air Max Men’s Black Graphic T-Shirt Size M,,3.99,10,,,,,,Yes,,https://www.vinted.co.uk/items/9205112898-nike-air-max-mens-black-graphic-t-shirt-size-m
91,10020318316,Nike running T-shirt,,12.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10020318316-nike-running-t-shirt
92,10008098615,Altra running top,,10.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/10008098615-altra-running-top
93,9940971819,Men’s Myprotein running tshirt small/medium,,15.0,10,,,,,,Yes,,https://www.vinted.co.uk/items/9940971819-mens-myprotein-running-tshirt-smallmedium
94,9965965706,Nike rise 365 coral run division men’s tshirt size small,,12.0,9,8,1,12.5,38,-56,No,,https://www.vinted.co.uk/items/9965965706-nike-rise-365-coral-run-division-mens-tshirt-size-small
95,10030465944,On running t shirt,,20.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10030465944-on-running-t-shirt
96,9624941968,Diesel Men’s Black T-Shirt,,4.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/9624941968-diesel-mens-black-t-shirt
97,10025302646,Nike Dri Fit Khaki and Green Jogging Bundle / Size M and L,,30.5,9,,,,,,Yes,,https://www.vinted.co.uk/items/10025302646-nike-dri-fit-khaki-and-green-jogging-bundle-size-m-and-l
98,9986179275,Mizuno running t shirt,,5.0,9,9,0,0.0,34,-64,No,,https://www.vinted.co.uk/items/9986179275-mizuno-running-t-shirt
99,10001167801,3x quick dry t-shirts,,4.0,9,9,0,0.0,35,-64,No,,https://www.vinted.co.uk/items/10001167801-3x-quick-dry-t-shirts
100,10022193355,Men's Nike Running Dri-FIT T-Shirt Size L Red Graphic Swoosh Gym Top,,6.0,9,,,,,,Yes,,https://www.vinted.co.uk/items/10022193355-mens-nike-running-dri-fit-t-shirt-size-l-red-graphic-swoosh-gym-top
